Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_pos,button_pressed,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFC,0,0,0,0,11.0,-1,w,r,o,0.4857103999820538,False,True,2,1,stimulusaa_2IFC_2020_Mar_18_1248_1,stimulusaa_2IFC_2020_Mar_18_1248_2,False,2,aa,2020_Mar_18_1248,2IFC,
2IFC,1,0,1,0,11.0,-1,c,o,r,0.4006896000355482,False,True,2,2,stimulusaa_2IFC_2020_Mar_18_1248_3,stimulusaa_2IFC_2020_Mar_18_1248_4,False,2,aa,2020_Mar_18_1248,2IFC,
2IFC,2,0,2,0,11.0,-1,w,r,o,0.5509364000172354,False,True,2,1,stimulusaa_2IFC_2020_Mar_18_1248_5,stimulusaa_2IFC_2020_Mar_18_1248_6,False,2,aa,2020_Mar_18_1248,2IFC,
2IFC,3,0,3,0,11.0,-1,c,o,r,0.45062840002356097,False,True,2,2,stimulusaa_2IFC_2020_Mar_18_1248_7,stimulusaa_2IFC_2020_Mar_18_1248_8,False,2,aa,2020_Mar_18_1248,2IFC,
2IFC,4,0,4,0,11.0,-1,c,o,r,0.7824099999852479,True,False,1,1,stimulusaa_2IFC_2020_Mar_18_1248_9,stimulusaa_2IFC_2020_Mar_18_1248_10,False,2,aa,2020_Mar_18_1248,2IFC,
