Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_pos,button_pressed,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFC,0,0,0,0,11.0,-1,w,r,o,0.6506284999777563,False,True,2,1,stimulusaa_2IFC_2020_Mar_18_1250_1,stimulusaa_2IFC_2020_Mar_18_1250_2,False,3,aa,2020_Mar_18_1250,2IFC,
2IFC,1,0,1,0,11.0,-1,c,o,r,0.784334999974817,True,False,1,1,stimulusaa_2IFC_2020_Mar_18_1250_3,stimulusaa_2IFC_2020_Mar_18_1250_4,False,3,aa,2020_Mar_18_1250,2IFC,
2IFC,2,0,2,0,11.0,-1,n,o, ,-1,False,True,2,1,stimulusaa_2IFC_2020_Mar_18_1250_5,stimulusaa_2IFC_2020_Mar_18_1250_6,False,3,aa,2020_Mar_18_1250,2IFC,
2IFC,3,0,3,0,11.0,-1,n,o, ,-1,False,True,2,1,stimulusaa_2IFC_2020_Mar_18_1250_7,stimulusaa_2IFC_2020_Mar_18_1250_8,False,3,aa,2020_Mar_18_1250,2IFC,
2IFC,4,0,4,0,11.0,-1,c,o,r,0.5171105000190437,False,True,2,2,stimulusaa_2IFC_2020_Mar_18_1250_9,stimulusaa_2IFC_2020_Mar_18_1250_10,False,3,aa,2020_Mar_18_1250,2IFC,
