Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_pos,button_pressed,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFC,17,0,17,0,6,-1,c,o,r,0.4516882000025362,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_665,stimulus2AFC2_2IFC_2020_Mar_23_1712_666,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,18,0,18,0,6,-1,c,o,r,0.40015920001314953,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_667,stimulus2AFC2_2IFC_2020_Mar_23_1712_668,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,19,0,19,0,6,-1,c,o,r,0.368330099969171,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_669,stimulus2AFC2_2IFC_2020_Mar_23_1712_670,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,20,0,20,0,6,-1,c,o,r,0.45168520003790036,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_671,stimulus2AFC2_2IFC_2020_Mar_23_1712_672,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,21,0,21,0,6,-1,c,o,r,0.18411520001245663,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_673,stimulus2AFC2_2IFC_2020_Mar_23_1712_674,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,22,0,22,0,6,-1,c,o,r,0.3678440999938175,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_675,stimulus2AFC2_2IFC_2020_Mar_23_1712_676,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,23,0,23,0,6,-1,w,r,o,0.20041889999993145,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_677,stimulus2AFC2_2IFC_2020_Mar_23_1712_678,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,24,0,24,0,6,-1,c,o,r,0.21757120004622266,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_679,stimulus2AFC2_2IFC_2020_Mar_23_1712_680,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,25,0,25,0,6,-1,w,r,o,0.25054640002781525,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_681,stimulus2AFC2_2IFC_2020_Mar_23_1712_682,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,26,0,26,0,6,-1,c,o,r,0.150808300008066,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_683,stimulus2AFC2_2IFC_2020_Mar_23_1712_684,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,27,0,27,0,6,-1,c,o,r,0.4503565999912098,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_685,stimulus2AFC2_2IFC_2020_Mar_23_1712_686,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,28,0,28,0,6,-1,c,o,r,0.33448580000549555,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_687,stimulus2AFC2_2IFC_2020_Mar_23_1712_688,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,29,0,29,0,6,-1,c,o,r,0.45146530005149543,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_689,stimulus2AFC2_2IFC_2020_Mar_23_1712_690,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,30,0,30,0,6,-1,c,o,r,0.28621589997783303,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_691,stimulus2AFC2_2IFC_2020_Mar_23_1712_692,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,31,0,31,0,6,-1,c,o,r,0.5344591999892145,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_693,stimulus2AFC2_2IFC_2020_Mar_23_1712_694,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,32,0,32,0,6,-1,c,o,r,0.4660495000425726,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_695,stimulus2AFC2_2IFC_2020_Mar_23_1712_696,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,33,0,33,0,6,-1,c,o,r,0.2667896999628283,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_697,stimulus2AFC2_2IFC_2020_Mar_23_1712_698,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,34,0,34,0,6,-1,c,o,r,0.43499749997863546,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_699,stimulus2AFC2_2IFC_2020_Mar_23_1712_700,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,35,0,35,0,6,-1,c,o,r,0.5009154999861494,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_701,stimulus2AFC2_2IFC_2020_Mar_23_1712_702,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,36,0,36,0,6,-1,c,o,r,0.250833900005091,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_703,stimulus2AFC2_2IFC_2020_Mar_23_1712_704,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,37,0,37,0,6,-1,c,o,r,0.18427190004149452,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_705,stimulus2AFC2_2IFC_2020_Mar_23_1712_706,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,38,0,38,0,6,-1,c,o,r,0.050795999995898455,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_707,stimulus2AFC2_2IFC_2020_Mar_23_1712_708,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,39,0,39,0,6,-1,c,o,r,0.4004115999559872,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_709,stimulus2AFC2_2IFC_2020_Mar_23_1712_710,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,40,0,40,0,6,-1,c,o,r,0.18479570001363754,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_711,stimulus2AFC2_2IFC_2020_Mar_23_1712_712,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,41,0,41,0,6,-1,c,o,r,0.16795690002618358,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_713,stimulus2AFC2_2IFC_2020_Mar_23_1712_714,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,42,0,42,0,6,-1,c,o,r,0.4189353999681771,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_715,stimulus2AFC2_2IFC_2020_Mar_23_1712_716,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,43,0,43,0,6,-1,c,o,r,0.435057999973651,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_717,stimulus2AFC2_2IFC_2020_Mar_23_1712_718,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,44,0,44,0,6,-1,c,o,r,0.18345150002278388,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_719,stimulus2AFC2_2IFC_2020_Mar_23_1712_720,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,0,0,0,0,1,-1,w,r,o,0.6683171999757178,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_721,stimulus2AFC2_2IFC_2020_Mar_23_1712_722,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,1,0,1,0,1,-1,c,o,r,0.43475559999933466,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_723,stimulus2AFC2_2IFC_2020_Mar_23_1712_724,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,2,0,2,0,1,-1,c,o,r,0.5840940999914892,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_725,stimulus2AFC2_2IFC_2020_Mar_23_1712_726,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,3,0,3,0,1,-1,w,r,o,0.35046169999986887,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_727,stimulus2AFC2_2IFC_2020_Mar_23_1712_728,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,4,0,4,0,1,-1,c,o,r,0.48493859998416156,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_729,stimulus2AFC2_2IFC_2020_Mar_23_1712_730,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,5,0,5,0,1,-1,w,r,o,0.4511517999926582,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_731,stimulus2AFC2_2IFC_2020_Mar_23_1712_732,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,6,0,6,0,1,-1,w,r,o,0.23164660000475124,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_733,stimulus2AFC2_2IFC_2020_Mar_23_1712_734,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,7,0,7,0,1,-1,c,o,r,0.5508777999784797,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_735,stimulus2AFC2_2IFC_2020_Mar_23_1712_736,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,8,0,8,0,1,-1,c,o,r,0.5508254999876954,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_737,stimulus2AFC2_2IFC_2020_Mar_23_1712_738,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,9,0,9,0,1,-1,c,o,r,0.4185579000040889,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_739,stimulus2AFC2_2IFC_2020_Mar_23_1712_740,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,10,0,10,0,1,-1,c,o,r,0.23406609997618943,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_741,stimulus2AFC2_2IFC_2020_Mar_23_1712_742,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,11,0,11,0,1,-1,c,o,r,0.6182570999953896,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_743,stimulus2AFC2_2IFC_2020_Mar_23_1712_744,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,12,0,12,0,1,-1,c,o,r,0.4513001999584958,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_745,stimulus2AFC2_2IFC_2020_Mar_23_1712_746,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,13,0,13,0,1,-1,c,o,r,0.5008219999726862,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_747,stimulus2AFC2_2IFC_2020_Mar_23_1712_748,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,14,0,14,0,1,-1,c,o,r,0.332555900036823,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_749,stimulus2AFC2_2IFC_2020_Mar_23_1712_750,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,15,0,15,0,1,-1,c,o,r,0.2348035000031814,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_751,stimulus2AFC2_2IFC_2020_Mar_23_1712_752,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,16,0,16,0,1,-1,c,o,r,0.2676614000229165,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_753,stimulus2AFC2_2IFC_2020_Mar_23_1712_754,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,17,0,17,0,1,-1,c,o,r,0.2841304000467062,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_755,stimulus2AFC2_2IFC_2020_Mar_23_1712_756,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,18,0,18,0,1,-1,w,r,o,0.5034548999974504,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_757,stimulus2AFC2_2IFC_2020_Mar_23_1712_758,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,19,0,19,0,1,-1,w,r,o,0.48504449997562915,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_759,stimulus2AFC2_2IFC_2020_Mar_23_1712_760,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,20,0,20,0,1,-1,w,r,o,0.44979730003979057,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_761,stimulus2AFC2_2IFC_2020_Mar_23_1712_762,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,21,0,21,0,1,-1,c,o,r,0.4012318000313826,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_763,stimulus2AFC2_2IFC_2020_Mar_23_1712_764,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,22,0,22,0,1,-1,w,r,o,0.4707168999593705,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_765,stimulus2AFC2_2IFC_2020_Mar_23_1712_766,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,23,0,23,0,1,-1,w,r,o,0.585031800030265,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_767,stimulus2AFC2_2IFC_2020_Mar_23_1712_768,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,24,0,24,0,1,-1,c,o,r,0.20019269996555522,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_769,stimulus2AFC2_2IFC_2020_Mar_23_1712_770,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,25,0,25,0,1,-1,c,o,r,0.6190725999767892,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_771,stimulus2AFC2_2IFC_2020_Mar_23_1712_772,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,26,0,26,0,1,-1,c,o,r,0.5540890999836847,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_773,stimulus2AFC2_2IFC_2020_Mar_23_1712_774,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,27,0,27,0,1,-1,c,o,r,0.4541861000470817,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_775,stimulus2AFC2_2IFC_2020_Mar_23_1712_776,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,28,0,28,0,1,-1,c,o,r,0.2339771999977529,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_777,stimulus2AFC2_2IFC_2020_Mar_23_1712_778,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,29,0,29,0,1,-1,c,o,r,0.19823669997276738,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_779,stimulus2AFC2_2IFC_2020_Mar_23_1712_780,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,30,0,30,0,1,-1,c,o,r,0.5517313999589533,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_781,stimulus2AFC2_2IFC_2020_Mar_23_1712_782,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,31,0,31,0,1,-1,c,o,r,0.5185720999725163,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_783,stimulus2AFC2_2IFC_2020_Mar_23_1712_784,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,32,0,32,0,1,-1,w,r,o,0.43371559999650344,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_785,stimulus2AFC2_2IFC_2020_Mar_23_1712_786,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,33,0,33,0,1,-1,c,o,r,0.11791650002123788,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_787,stimulus2AFC2_2IFC_2020_Mar_23_1712_788,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,34,0,34,0,1,-1,c,o,r,0.3680287000024691,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_789,stimulus2AFC2_2IFC_2020_Mar_23_1712_790,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,35,0,35,0,1,-1,w,r,o,0.6181481999810785,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_791,stimulus2AFC2_2IFC_2020_Mar_23_1712_792,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,36,0,36,0,1,-1,w,r,o,0.31809970003087074,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_793,stimulus2AFC2_2IFC_2020_Mar_23_1712_794,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,37,0,37,0,1,-1,w,r,o,0.2842321000061929,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_795,stimulus2AFC2_2IFC_2020_Mar_23_1712_796,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,38,0,38,0,1,-1,c,o,r,0.15069229999789968,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_797,stimulus2AFC2_2IFC_2020_Mar_23_1712_798,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,39,0,39,0,1,-1,c,o,r,0.3188676999998279,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_799,stimulus2AFC2_2IFC_2020_Mar_23_1712_800,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,40,0,40,0,1,-1,c,o,r,0.4673698000260629,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_801,stimulus2AFC2_2IFC_2020_Mar_23_1712_802,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,41,0,41,0,1,-1,w,r,o,0.7993354999925941,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_803,stimulus2AFC2_2IFC_2020_Mar_23_1712_804,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,42,0,42,0,1,-1,w,r,o,0.6854000000166707,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_805,stimulus2AFC2_2IFC_2020_Mar_23_1712_806,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,43,0,43,0,1,-1,c,o,r,0.6185566000058316,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_807,stimulus2AFC2_2IFC_2020_Mar_23_1712_808,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,44,0,44,0,1,-1,w,r,o,0.5180387000436895,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_809,stimulus2AFC2_2IFC_2020_Mar_23_1712_810,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,0,0,0,0,7,-1,n,o, ,-1,True,False,1,-1,stimulus2AFC2_2IFC_2020_Mar_23_1712_811,stimulus2AFC2_2IFC_2020_Mar_23_1712_812,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,1,0,1,0,7,-1,c,o,r,0.4516620999784209,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_813,stimulus2AFC2_2IFC_2020_Mar_23_1712_814,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,2,0,2,0,7,-1,c,o,r,0.3840673000086099,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_815,stimulus2AFC2_2IFC_2020_Mar_23_1712_816,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,3,0,3,0,7,-1,c,o,r,0.1862171000102535,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_817,stimulus2AFC2_2IFC_2020_Mar_23_1712_818,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,4,0,4,0,7,-1,c,o,r,0.3344352000276558,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_819,stimulus2AFC2_2IFC_2020_Mar_23_1712_820,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,5,0,5,0,7,-1,c,o,r,0.15097469999454916,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_821,stimulus2AFC2_2IFC_2020_Mar_23_1712_822,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,6,0,6,0,7,-1,c,o,r,0.18380230001639575,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_823,stimulus2AFC2_2IFC_2020_Mar_23_1712_824,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,7,0,7,0,7,-1,w,r,o,0.4682674999930896,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_825,stimulus2AFC2_2IFC_2020_Mar_23_1712_826,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,8,0,8,0,7,-1,c,o,r,0.21814519999315962,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_827,stimulus2AFC2_2IFC_2020_Mar_23_1712_828,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,9,0,9,0,7,-1,c,o,r,0.3689804999739863,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_829,stimulus2AFC2_2IFC_2020_Mar_23_1712_830,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,10,0,10,0,7,-1,c,o,r,0.234153299999889,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_831,stimulus2AFC2_2IFC_2020_Mar_23_1712_832,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,11,0,11,0,7,-1,c,o,r,0.24988560000201687,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_833,stimulus2AFC2_2IFC_2020_Mar_23_1712_834,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,12,0,12,0,7,-1,c,o,r,0.1531603999901563,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_835,stimulus2AFC2_2IFC_2020_Mar_23_1712_836,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,13,0,13,0,7,-1,w,r,o,0.3668042999925092,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_837,stimulus2AFC2_2IFC_2020_Mar_23_1712_838,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,14,0,14,0,7,-1,c,o,r,0.2322534000268206,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_839,stimulus2AFC2_2IFC_2020_Mar_23_1712_840,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,15,0,15,0,7,-1,c,o,r,0.4183523000101559,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_841,stimulus2AFC2_2IFC_2020_Mar_23_1712_842,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,16,0,16,0,7,-1,c,o,r,0.267906499968376,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_843,stimulus2AFC2_2IFC_2020_Mar_23_1712_844,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,17,0,17,0,7,-1,c,o,r,0.6839807000360452,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_845,stimulus2AFC2_2IFC_2020_Mar_23_1712_846,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,18,0,18,0,7,-1,c,o,r,0.2180559000116773,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_847,stimulus2AFC2_2IFC_2020_Mar_23_1712_848,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,19,0,19,0,7,-1,c,o,r,0.3681347999954596,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_849,stimulus2AFC2_2IFC_2020_Mar_23_1712_850,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,20,0,20,0,7,-1,c,o,r,0.25044059997890145,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_851,stimulus2AFC2_2IFC_2020_Mar_23_1712_852,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,21,0,21,0,7,-1,c,o,r,0.26805259997490793,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_853,stimulus2AFC2_2IFC_2020_Mar_23_1712_854,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,22,0,22,0,7,-1,c,o,r,0.31812229997012764,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_855,stimulus2AFC2_2IFC_2020_Mar_23_1712_856,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,23,0,23,0,7,-1,w,r,o,0.3495988000067882,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_857,stimulus2AFC2_2IFC_2020_Mar_23_1712_858,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,24,0,24,0,7,-1,c,o,r,0.4177456999896094,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_859,stimulus2AFC2_2IFC_2020_Mar_23_1712_860,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,25,0,25,0,7,-1,c,o,r,0.18470930005423725,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_861,stimulus2AFC2_2IFC_2020_Mar_23_1712_862,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,26,0,26,0,7,-1,c,o,r,0.4179632000159472,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_863,stimulus2AFC2_2IFC_2020_Mar_23_1712_864,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,27,0,27,0,7,-1,c,o,r,0.434869599994272,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_865,stimulus2AFC2_2IFC_2020_Mar_23_1712_866,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,28,0,28,0,7,-1,c,o,r,0.5176857999758795,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_867,stimulus2AFC2_2IFC_2020_Mar_23_1712_868,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,29,0,29,0,7,-1,c,o,r,0.16875030001392588,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_869,stimulus2AFC2_2IFC_2020_Mar_23_1712_870,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,30,0,30,0,7,-1,c,o,r,0.1681222000042908,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_871,stimulus2AFC2_2IFC_2020_Mar_23_1712_872,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,31,0,31,0,7,-1,c,o,r,0.18482859997311607,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_873,stimulus2AFC2_2IFC_2020_Mar_23_1712_874,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,32,0,32,0,7,-1,c,o,r,0.20233110000845045,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_875,stimulus2AFC2_2IFC_2020_Mar_23_1712_876,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,33,0,33,0,7,-1,c,o,r,0.11828210001112893,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_877,stimulus2AFC2_2IFC_2020_Mar_23_1712_878,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,34,0,34,0,7,-1,c,o,r,0.251424300018698,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_879,stimulus2AFC2_2IFC_2020_Mar_23_1712_880,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,35,0,35,0,7,-1,c,o,r,0.23457089997828007,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_881,stimulus2AFC2_2IFC_2020_Mar_23_1712_882,False,1,2AFC2,2020_Mar_23_1712,2IFC,
