Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,0,0,0,0,10.0,-1,Hit,0.4039231999995536,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_1,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,1,0,1,0,10.0,-1,Hit,0.3350544999993872,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_2,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,2,0,2,0,10.0,-1,Hit,0.30031009999947855,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_3,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,3,0,3,0,10.0,-1,Correct Rejection,0.3343544000017573,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_4,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,4,0,4,0,10.0,-1,Correct Rejection,0.3838211999973282,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_5,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,5,0,5,0,10.0,-1,Correct Rejection,0.31637469999986934,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_6,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,6,0,6,0,10.0,-1,Hit,0.3515382000041427,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_7,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,7,0,7,0,10.0,-1,False Alarm,0.3843345999994199,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_8,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,8,0,8,0,10.0,-1,Correct Rejection,0.36728800000128103,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_9,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,9,0,9,0,10.0,-1,Hit,0.4179608999984339,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_10,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,10,0,10,0,10.0,-1,Correct Rejection,0.2847311000004993,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_11,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,11,0,11,0,10.0,-1,Hit,0.33375889999297215,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_12,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,12,0,12,0,10.0,-1,Miss,0.26708330000110436,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_13,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
