Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,13,0,13,0,10.0,-1,Hit,0.5675439999977243,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_14,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,14,0,14,0,10.0,-1,Correct Rejection,0.35073389999888605,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_15,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,15,0,15,0,10.0,-1,Hit,0.3339417999959551,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_16,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,16,0,16,0,10.0,-1,Correct Rejection,0.3505936000001384,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_17,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,17,0,17,0,10.0,-1,Correct Rejection,0.36715669999830425,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_18,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,18,0,18,0,10.0,-1,Correct Rejection,0.3005376000000979,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_19,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,19,0,19,0,10.0,-1,Correct Rejection,0.3340639000016381,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_20,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,20,0,20,0,10.0,-1,Correct Rejection,0.29977489999873796,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_21,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,21,0,21,0,10.0,-1,Correct Rejection,0.3170739999986836,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_22,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,22,0,22,0,10.0,-1,Hit,0.6002551999990828,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_23,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,23,0,23,0,10.0,-1,Hit,0.38380940000206465,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_24,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,24,0,24,0,10.0,-1,Correct Rejection,0.26688450000074226,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_25,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,25,0,25,0,10.0,-1,Correct Rejection,0.3504855999999563,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_26,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,26,0,26,0,10.0,-1,Hit,0.3672699000017019,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_27,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,27,0,27,0,10.0,-1,Hit,0.35053550000156974,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_28,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,28,0,28,0,10.0,-1,Correct Rejection,0.300527699997474,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_29,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,29,0,29,0,10.0,-1,Hit,0.3336864000011701,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_30,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,30,0,30,0,10.0,-1,Correct Rejection,0.2671751999951084,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_31,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,31,0,31,0,10.0,-1,Hit,0.40120240000396734,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_32,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,32,0,32,0,10.0,-1,Correct Rejection,0.3843103000035626,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_33,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,33,0,33,0,10.0,-1,Hit,0.4013437000030535,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_34,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,34,0,34,0,10.0,-1,Correct Rejection,0.3821698000028846,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_35,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,35,0,35,0,10.0,-1,Hit,0.38395630000013625,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_36,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,36,0,36,0,10.0,-1,Hit,0.3506386000008206,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_37,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,37,0,37,0,10.0,-1,Hit,0.30015540000022156,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_38,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,38,0,38,0,10.0,-1,False Alarm,0.2175102000037441,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_39,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
Yes-No Task,39,0,39,0,10.0,-1,Miss,0.2504700999998022,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1919_40,-1,False,5,MaxA,2020_Feb_02_1919,Yes-No Task,
