Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,0,0,0,0,1.0,-1,Miss,0,1,0.3179266000224743,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_1,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,1,0,1,0,1.0,-1,Miss,0,1,0.35114769998472184,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_2,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,2,0,2,0,1.0,-1,False Alarm,1,0,0.2654669999901671,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_3,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,3,0,3,0,1.0,-1,Hit,1,1,0.48584790001041256,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_4,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,4,0,4,0,1.0,-1,Correct Rejection,0,0,0.5515424000041094,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_5,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,5,0,5,0,1.0,-1,Hit,1,1,0.685051200009184,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_6,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,6,0,6,0,1.0,-1,Correct Rejection,0,0,0.5367028999899048,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_7,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,7,0,7,0,1.0,-1,Miss,0,1,0.6689347999927122,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_8,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,8,0,8,0,1.0,-1,False Alarm,1,0,0.3710254000034183,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_9,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,9,0,9,0,1.0,-1,Correct Rejection,0,0,0.5696035999862943,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_10,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,10,0,10,0,1.0,-1,Correct Rejection,0,0,0.5538841999950819,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_11,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,11,0,11,0,1.0,-1,No Answer,2,2,-1,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_12,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,12,0,12,0,1.0,-1,Miss,0,1,0.41765799999120645,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_13,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,13,0,13,0,1.0,-1,Hit,1,1,0.4997194000170566,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_14,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,14,0,14,0,1.0,-1,Correct Rejection,0,0,0.6659956000221428,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_15,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,15,0,15,0,1.0,-1,Hit,1,1,0.5519270999939181,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_16,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,16,0,16,0,1.0,-1,Correct Rejection,0,0,0.5654346999945119,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_17,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,17,0,17,0,1.0,-1,Hit,1,1,0.6846571999776643,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_18,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,18,0,18,0,1.0,-1,Correct Rejection,0,0,0.7682021999789868,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_19,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,19,0,19,0,1.0,-1,Correct Rejection,0,0,0.6324002000037581,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_20,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,20,0,20,0,1.0,-1,False Alarm,1,0,0.6038982000027318,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_21,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,21,0,21,0,1.0,-1,Hit,1,1,0.4345204000128433,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_22,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,22,0,22,0,1.0,-1,Correct Rejection,0,0,0.5213206000044011,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_23,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,23,0,23,0,1.0,-1,No Answer,2,2,-1,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_24,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,24,0,24,0,1.0,-1,Miss,0,1,0.4191337999945972,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_25,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,25,0,25,0,1.0,-1,Hit,1,1,0.36878630000865087,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_26,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,26,0,26,0,1.0,-1,Hit,1,1,0.7523856000043452,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_27,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,27,0,27,0,1.0,-1,Hit,1,1,0.5338204999861773,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_28,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,28,0,28,0,1.0,-1,Correct Rejection,0,0,0.5190029999939725,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_29,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,29,0,29,0,1.0,-1,False Alarm,1,0,0.6698579000076279,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_30,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,30,0,30,0,1.0,-1,Hit,1,1,0.3837549999880139,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_31,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,31,0,31,0,1.0,-1,Correct Rejection,0,0,0.5204303000064101,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_32,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,32,0,32,0,1.0,-1,Miss,0,1,0.6147805000073276,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_33,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,33,0,33,0,1.0,-1,Hit,1,1,0.5353291999781504,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_34,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,34,0,34,0,1.0,-1,Correct Rejection,0,0,0.5831627000006847,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_35,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,35,0,35,0,1.0,-1,False Alarm,1,0,0.3677283000142779,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_36,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,36,0,36,0,1.0,-1,Hit,1,1,0.3681601000134833,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_37,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,37,0,37,0,1.0,-1,Miss,0,1,0.23581909999484196,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_38,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,38,0,38,0,1.0,-1,False Alarm,1,0,0.05198980000568554,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_39,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
Yes-No Task,39,0,39,0,1.0,-1,False Alarm,1,0,0.5498954000067897,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1251_40,-1,False,17,MaxA,2020_Feb_07_1251,Yes-No Task,
