Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,0,0,0,0,3.0,-1,Miss,0.3837658999982523,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_1,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,1,0,1,0,3.0,-1,Correct Rejection,0.30069689999800175,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_2,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,2,0,2,0,3.0,-1,Hit,0.5671718000012334,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_3,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,3,0,3,0,3.0,-1,Correct Rejection,0.3849177999945823,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_4,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,4,0,4,0,3.0,-1,Hit,0.4003744000001461,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_5,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,5,0,5,0,3.0,-1,False Alarm,0.4175681999986409,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_6,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,6,0,6,0,3.0,-1,False Alarm,0.40050630000041565,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_7,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,7,0,7,0,3.0,-1,Correct Rejection,0.6340237999975216,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_8,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,8,0,8,0,3.0,-1,Hit,0.4839628000045195,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_9,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,9,0,9,0,3.0,-1,Miss,0.4161639000012656,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_10,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,10,0,10,0,3.0,-1,Correct Rejection,0.41721590000088327,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_11,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,11,0,11,0,3.0,-1,Correct Rejection,0.4339345000043977,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_12,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,12,0,12,0,3.0,-1,False Alarm,0.41741929999989225,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_13,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,13,0,13,0,3.0,-1,Correct Rejection,0.5676433999979054,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_14,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
