Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,14,0,14,0,3.0,-1,Correct Rejection,0.4172393999979249,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_15,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,15,0,15,0,3.0,-1,Correct Rejection,0.3840187000023434,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_16,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,16,0,16,0,3.0,-1,False Alarm,0.6174564000029932,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_17,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,17,0,17,0,3.0,-1,Hit,0.41755640000337735,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_18,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,18,0,18,0,3.0,-1,Hit,0.7021237000008114,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_19,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,19,0,19,0,3.0,-1,Hit,0.7180451000022003,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_20,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,20,0,20,0,3.0,-1,Hit,0.5010435000003781,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_21,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,21,0,21,0,3.0,-1,False Alarm,0.5674727000005078,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_22,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,22,0,22,0,3.0,-1,Miss,0.4338865999961854,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_23,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,23,0,23,0,3.0,-1,Hit,0.3839365000021644,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_24,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,24,0,24,0,3.0,-1,Hit,0.7008542000039597,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_25,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,25,0,25,0,3.0,-1,False Alarm,0.5177012999993167,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_26,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,26,0,26,0,3.0,-1,Miss,0.4675598000030732,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_27,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,27,0,27,0,3.0,-1,Miss,0.5340481999955955,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_28,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,28,0,28,0,3.0,-1,Hit,0.5173951999968267,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_29,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,29,0,29,0,3.0,-1,Correct Rejection,0.5841779999973369,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_30,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,30,0,30,0,3.0,-1,Miss,0.5501167000038549,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_31,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,31,0,31,0,3.0,-1,Correct Rejection,0.5507951999970828,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_32,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,32,0,32,0,3.0,-1,Correct Rejection,0.5508900999993784,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_33,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,33,0,33,0,3.0,-1,Hit,0.7341927000015858,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_34,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,34,0,34,0,3.0,-1,False Alarm,0.7343624999994063,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_35,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,35,0,35,0,3.0,-1,False Alarm,0.5007944000026328,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_36,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,36,0,36,0,3.0,-1,Correct Rejection,0.5377284999995027,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_37,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,37,0,37,0,3.0,-1,Correct Rejection,0.5172721999988426,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_38,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,38,0,38,0,3.0,-1,Miss,0.4672964000055799,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_39,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
Yes-No Task,39,0,39,0,3.0,-1,Miss,0.5339492999992217,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1934_40,-1,False,12,MaxA,2020_Feb_02_1934,Yes-No Task,
