Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,0,0,0,0,14.0,-1,Hit,1,1,0.3506961999810301,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_1,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,1,0,1,0,14.0,-1,Hit,1,1,0.2844487999973353,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_2,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,2,0,2,0,14.0,-1,Hit,1,1,0.2702223999949638,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_3,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,3,0,3,0,14.0,-1,Hit,1,1,0.26823409998905845,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_4,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,4,0,4,0,14.0,-1,Hit,1,1,0.26813169999513775,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_5,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,5,0,5,0,14.0,-1,Correct Rejection,0,0,0.3488473999896087,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_6,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,6,0,6,0,14.0,-1,Hit,1,1,0.4152106999827083,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_7,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,7,0,7,0,14.0,-1,Correct Rejection,0,0,0.3339830999902915,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_8,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,8,0,8,0,14.0,-1,False Alarm,1,0,0.36922860000049695,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_9,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,9,0,9,0,14.0,-1,Correct Rejection,0,0,0.35155230000964366,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_10,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,10,0,10,0,14.0,-1,Correct Rejection,0,0,0.2983523000148125,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_11,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,11,0,11,0,14.0,-1,Hit,1,1,0.3867194000049494,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_12,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,12,0,12,0,14.0,-1,Correct Rejection,0,0,0.3692579000198748,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_13,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,13,0,13,0,14.0,-1,Hit,1,1,0.36783530001412146,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_14,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,14,0,14,0,14.0,-1,Correct Rejection,0,0,0.3477551999967545,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_15,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,15,0,15,0,14.0,-1,Correct Rejection,0,0,0.46841240001958795,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_16,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
Yes-No Task,16,0,16,0,14.0,-1,Hit,1,1,0.5501790999842342,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1243_17,-1,False,4,MaxA,2020_Feb_07_1243,Yes-No Task,
