Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,0,0,0,0,11.0,-1,Correct Rejection,0,0,0.284382200014079,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_1,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,1,0,1,0,11.0,-1,Hit,1,1,0.35209080000640824,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_2,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,2,0,2,0,11.0,-1,Correct Rejection,0,0,0.3679604000062682,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_3,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,3,0,3,0,11.0,-1,Hit,1,1,0.4150310000113677,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_4,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,4,0,4,0,11.0,-1,Correct Rejection,0,0,0.33670709998114035,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_5,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,5,0,5,0,11.0,-1,Correct Rejection,0,0,0.3355745000008028,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_6,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,6,0,6,0,11.0,-1,False Alarm,1,0,0.4220465999969747,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_7,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,7,0,7,0,11.0,-1,Hit,1,1,0.33667260000947863,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_8,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,8,0,8,0,11.0,-1,Correct Rejection,0,0,0.5174075999821071,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_9,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,9,0,9,0,11.0,-1,Hit,1,1,0.36927309999009594,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_10,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,10,0,10,0,11.0,-1,Hit,1,1,0.3839145000092685,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_11,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,11,0,11,0,11.0,-1,Correct Rejection,0,0,0.4574453999812249,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_12,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,12,0,12,0,11.0,-1,Hit,1,1,0.40051560002029873,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_13,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,13,0,13,0,11.0,-1,Correct Rejection,0,0,0.45112199999857694,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_14,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
Yes-No Task,14,0,14,0,11.0,-1,Correct Rejection,0,0,0.502697599993553,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1239_15,-1,False,1,MaxA,2020_Feb_07_1239,Yes-No Task,
