Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,0,0,0,0,15.0,-1,Hit,1,1,0.335197500011418,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_1,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,1,0,1,0,15.0,-1,Correct Rejection,0,0,0.35081140001420863,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_2,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,2,0,2,0,15.0,-1,Correct Rejection,0,0,0.31663049999042414,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_3,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,3,0,3,0,15.0,-1,Hit,1,1,0.3358856000122614,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_4,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,4,0,4,0,15.0,-1,Correct Rejection,0,0,0.3361981000052765,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_5,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,5,0,5,0,15.0,-1,Correct Rejection,0,0,0.34915349999209866,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_6,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,6,0,6,0,15.0,-1,Hit,1,1,0.3533772999944631,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_7,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,7,0,7,0,15.0,-1,Correct Rejection,0,0,0.2983739000046626,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_8,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,8,0,8,0,15.0,-1,Hit,1,1,0.40282220000517555,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_9,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,9,0,9,0,15.0,-1,Hit,1,1,0.41544009998324327,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_10,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,10,0,10,0,15.0,-1,Correct Rejection,0,0,0.5839166000077967,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_11,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,11,0,11,0,15.0,-1,Hit,1,1,0.35094410000601783,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_12,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,12,0,12,0,15.0,-1,Correct Rejection,0,0,0.3993971000018064,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_13,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,13,0,13,0,15.0,-1,Hit,1,1,0.40126290000625886,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_14,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,14,0,14,0,15.0,-1,Hit,1,1,0.4845938000071328,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_15,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,15,0,15,0,15.0,-1,Correct Rejection,0,0,0.33514509999076836,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_16,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,16,0,16,0,15.0,-1,Hit,1,1,0.348688600002788,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_17,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,17,0,17,0,15.0,-1,Hit,1,1,0.318241200002376,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_18,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,18,0,18,0,15.0,-1,Hit,1,1,0.33477790001779795,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_19,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,19,0,19,0,15.0,-1,Hit,1,1,0.3843539000081364,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_20,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,20,0,20,0,15.0,-1,Correct Rejection,0,0,0.34966000000713393,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_21,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,21,0,21,0,15.0,-1,Hit,1,1,0.335889700014377,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_22,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,22,0,22,0,15.0,-1,Hit,1,1,0.36837039998499677,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_23,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,23,0,23,0,15.0,-1,Hit,1,1,0.30144410001230426,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_24,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,24,0,24,0,15.0,-1,False Alarm,1,0,0.30108540001674555,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_25,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,25,0,25,0,15.0,-1,Hit,1,1,0.44895600000745617,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_26,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,26,0,26,0,15.0,-1,Correct Rejection,0,0,0.3203079999948386,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_27,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,27,0,27,0,15.0,-1,Hit,1,1,0.7181433000077959,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_28,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,28,0,28,0,15.0,-1,Hit,1,1,0.5370358999934979,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_29,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,29,0,29,0,15.0,-1,Hit,1,1,0.3198924999742303,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_30,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,30,0,30,0,15.0,-1,Correct Rejection,0,0,0.29954609999549575,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_31,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,31,0,31,0,15.0,-1,Hit,1,1,0.3335615999822039,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_32,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,32,0,32,0,15.0,-1,Correct Rejection,0,0,0.400372400006745,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_33,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,33,0,33,0,15.0,-1,Hit,1,1,0.4359116000123322,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_34,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,34,0,34,0,15.0,-1,Hit,1,1,0.31985569998505525,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_35,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,35,0,35,0,15.0,-1,Hit,1,1,0.36741259999689646,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_36,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,36,0,36,0,15.0,-1,Hit,1,1,0.30100979999406263,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_37,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,37,0,37,0,15.0,-1,Correct Rejection,0,0,0.30119150000973605,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_38,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,38,0,38,0,15.0,-1,Hit,1,1,0.33738959999755025,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_39,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
Yes-No Task,39,0,39,0,15.0,-1,Correct Rejection,0,0,0.4250305999885313,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_07_1214_40,-1,False,15,MaxA,2020_Feb_07_1214,Yes-No Task,
