Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFC,0,0,0,0,7.0,-1,c,o,r,0.5845449999997072,False,True,stimulusMax2_2IFC_2020_Feb_17_1250_1,stimulusMax2_2IFC_2020_Feb_17_1250_2,False,5,Max2,2020_Feb_17_1250,2IFC,
2IFC,1,0,1,0,7.0,-1,c,o,r,0.4868927999996231,True,False,stimulusMax2_2IFC_2020_Feb_17_1250_3,stimulusMax2_2IFC_2020_Feb_17_1250_4,False,5,Max2,2020_Feb_17_1250,2IFC,
2IFC,2,0,2,0,7.0,-1,c,o,r,0.450900100000581,False,True,stimulusMax2_2IFC_2020_Feb_17_1250_5,stimulusMax2_2IFC_2020_Feb_17_1250_6,False,5,Max2,2020_Feb_17_1250,2IFC,
2IFC,3,0,3,0,7.0,-1,c,o,r,0.3726391000000149,False,True,stimulusMax2_2IFC_2020_Feb_17_1250_7,stimulusMax2_2IFC_2020_Feb_17_1250_8,False,5,Max2,2020_Feb_17_1250,2IFC,
2IFC,4,0,4,0,7.0,-1,c,o,r,0.450420999999551,True,False,stimulusMax2_2IFC_2020_Feb_17_1250_9,stimulusMax2_2IFC_2020_Feb_17_1250_10,False,5,Max2,2020_Feb_17_1250,2IFC,
2IFC,5,0,5,0,7.0,-1,c,o,r,0.5002600999996503,True,False,stimulusMax2_2IFC_2020_Feb_17_1250_11,stimulusMax2_2IFC_2020_Feb_17_1250_12,False,5,Max2,2020_Feb_17_1250,2IFC,
2IFC,6,0,6,0,7.0,-1,c,o,r,0.3847131000002264,True,False,stimulusMax2_2IFC_2020_Feb_17_1250_13,stimulusMax2_2IFC_2020_Feb_17_1250_14,False,5,Max2,2020_Feb_17_1250,2IFC,
2IFC,7,0,7,0,7.0,-1,c,o,r,0.3682656000000861,True,False,stimulusMax2_2IFC_2020_Feb_17_1250_15,stimulusMax2_2IFC_2020_Feb_17_1250_16,False,5,Max2,2020_Feb_17_1250,2IFC,
2IFC,8,0,8,0,7.0,-1,c,o,r,0.5844414999992296,False,True,stimulusMax2_2IFC_2020_Feb_17_1250_17,stimulusMax2_2IFC_2020_Feb_17_1250_18,False,5,Max2,2020_Feb_17_1250,2IFC,
2IFC,9,0,9,0,7.0,-1,c,o,r,0.45126840000011725,True,False,stimulusMax2_2IFC_2020_Feb_17_1250_19,stimulusMax2_2IFC_2020_Feb_17_1250_20,False,5,Max2,2020_Feb_17_1250,2IFC,
