Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFC,0,0,0,0,8.0,-1,c,o,r,0.436076599999069,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_1,stimulusMax2_2IFC_2020_Feb_17_1238_2,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,1,0,1,0,8.0,-1,w,r,o,0.6517378000007739,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_3,stimulusMax2_2IFC_2020_Feb_17_1238_4,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,2,0,2,0,8.0,-1,c,o,r,0.5001420999997208,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_5,stimulusMax2_2IFC_2020_Feb_17_1238_6,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,3,0,3,0,8.0,-1,c,o,r,0.35390279999955965,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_7,stimulusMax2_2IFC_2020_Feb_17_1238_8,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,4,0,4,0,8.0,-1,c,o,r,0.4352460999998584,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_9,stimulusMax2_2IFC_2020_Feb_17_1238_10,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,5,0,5,0,8.0,-1,c,o,r,0.45291030000043975,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_11,stimulusMax2_2IFC_2020_Feb_17_1238_12,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,6,0,6,0,8.0,-1,c,o,r,0.29818669999986014,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_13,stimulusMax2_2IFC_2020_Feb_17_1238_14,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,7,0,7,0,8.0,-1,c,o,r,0.4201150000008056,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_15,stimulusMax2_2IFC_2020_Feb_17_1238_16,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,8,0,8,0,8.0,-1,c,o,r,0.6008505000008881,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_17,stimulusMax2_2IFC_2020_Feb_17_1238_18,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,9,0,9,0,8.0,-1,w,r,o,0.30072309999923164,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_19,stimulusMax2_2IFC_2020_Feb_17_1238_20,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,10,0,10,0,8.0,-1,c,o,r,0.4330812000007427,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_21,stimulusMax2_2IFC_2020_Feb_17_1238_22,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,11,0,11,0,8.0,-1,c,o,r,0.5353561000010814,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_23,stimulusMax2_2IFC_2020_Feb_17_1238_24,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,12,0,12,0,8.0,-1,w,r,o,0.3352930999990349,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_25,stimulusMax2_2IFC_2020_Feb_17_1238_26,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,13,0,13,0,8.0,-1,c,o,r,0.33382979999987583,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_27,stimulusMax2_2IFC_2020_Feb_17_1238_28,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,14,0,14,0,8.0,-1,c,o,r,0.43483110000124725,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_29,stimulusMax2_2IFC_2020_Feb_17_1238_30,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,15,0,15,0,8.0,-1,w,r,o,0.36945250000098895,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_31,stimulusMax2_2IFC_2020_Feb_17_1238_32,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,16,0,16,0,8.0,-1,c,o,r,0.8838475000011385,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_33,stimulusMax2_2IFC_2020_Feb_17_1238_34,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,17,0,17,0,8.0,-1,c,o,r,0.4491531000003306,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_35,stimulusMax2_2IFC_2020_Feb_17_1238_36,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,18,0,18,0,8.0,-1,c,o,r,0.4326256000003923,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_37,stimulusMax2_2IFC_2020_Feb_17_1238_38,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,19,0,19,0,8.0,-1,w,r,o,0.5840877999999066,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_39,stimulusMax2_2IFC_2020_Feb_17_1238_40,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,20,0,20,0,8.0,-1,c,o,r,0.3179479000009451,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_41,stimulusMax2_2IFC_2020_Feb_17_1238_42,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,21,0,21,0,8.0,-1,c,o,r,0.5373476000004302,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_43,stimulusMax2_2IFC_2020_Feb_17_1238_44,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,22,0,22,0,8.0,-1,c,o,r,0.44835710000006657,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_45,stimulusMax2_2IFC_2020_Feb_17_1238_46,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,23,0,23,0,8.0,-1,w,r,o,0.5888537000009819,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_47,stimulusMax2_2IFC_2020_Feb_17_1238_48,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,24,0,24,0,8.0,-1,c,o,r,0.41676870000083,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_49,stimulusMax2_2IFC_2020_Feb_17_1238_50,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,25,0,25,0,8.0,-1,c,o,r,0.3678493999996135,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_51,stimulusMax2_2IFC_2020_Feb_17_1238_52,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,26,0,26,0,8.0,-1,w,r,o,0.3025914999998349,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_53,stimulusMax2_2IFC_2020_Feb_17_1238_54,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,27,0,27,0,8.0,-1,c,o,r,0.31786079999983485,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_55,stimulusMax2_2IFC_2020_Feb_17_1238_56,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,28,0,28,0,8.0,-1,c,o,r,0.4178228999990097,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_57,stimulusMax2_2IFC_2020_Feb_17_1238_58,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,29,0,29,0,8.0,-1,c,o,r,0.28544310000143014,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_59,stimulusMax2_2IFC_2020_Feb_17_1238_60,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,30,0,30,0,8.0,-1,c,o,r,0.37143579999974463,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_61,stimulusMax2_2IFC_2020_Feb_17_1238_62,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,31,0,31,0,8.0,-1,w,r,o,0.5846909000010783,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_63,stimulusMax2_2IFC_2020_Feb_17_1238_64,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,32,0,32,0,8.0,-1,c,o,r,0.16731009999966773,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_65,stimulusMax2_2IFC_2020_Feb_17_1238_66,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,33,0,33,0,8.0,-1,c,o,r,0.13434940000115603,False,True,stimulusMax2_2IFC_2020_Feb_17_1238_67,stimulusMax2_2IFC_2020_Feb_17_1238_68,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,34,0,34,0,8.0,-1,c,o,r,0.13488610000058543,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_69,stimulusMax2_2IFC_2020_Feb_17_1238_70,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,35,0,35,0,8.0,-1,c,o,r,0.1522181999989698,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_71,stimulusMax2_2IFC_2020_Feb_17_1238_72,False,4,Max2,2020_Feb_17_1238,2IFC,
2IFC,36,0,36,0,8.0,-1,c,o,r,0.2651628999992681,True,False,stimulusMax2_2IFC_2020_Feb_17_1238_73,stimulusMax2_2IFC_2020_Feb_17_1238_74,False,4,Max2,2020_Feb_17_1238,2IFC,
