Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFC,0,0,0,0,4.0,-1,w,r,o,0.5851875000007567,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_1,stimulusMax2_2IFC_2020_Feb_17_1257_2,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,1,0,1,0,4.0,-1,c,o,r,0.5696525000003021,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_3,stimulusMax2_2IFC_2020_Feb_17_1257_4,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,2,0,2,0,4.0,-1,w,r,o,0.3347995999993145,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_5,stimulusMax2_2IFC_2020_Feb_17_1257_6,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,3,0,3,0,4.0,-1,c,o,r,0.4007852000013372,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_7,stimulusMax2_2IFC_2020_Feb_17_1257_8,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,4,0,4,0,4.0,-1,c,o,r,0.651642200000424,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_9,stimulusMax2_2IFC_2020_Feb_17_1257_10,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,5,0,5,0,4.0,-1,c,o,r,0.35308550000081595,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_11,stimulusMax2_2IFC_2020_Feb_17_1257_12,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,6,0,6,0,4.0,-1,c,o,r,0.30038079999940237,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_13,stimulusMax2_2IFC_2020_Feb_17_1257_14,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,7,0,7,0,4.0,-1,c,o,r,0.4350142999992386,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_15,stimulusMax2_2IFC_2020_Feb_17_1257_16,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,8,0,8,0,4.0,-1,c,o,r,0.3328003999995417,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_17,stimulusMax2_2IFC_2020_Feb_17_1257_18,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,9,0,9,0,4.0,-1,c,o,r,0.25223000000005413,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_19,stimulusMax2_2IFC_2020_Feb_17_1257_20,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,10,0,10,0,4.0,-1,c,o,r,0.20055110000066634,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_21,stimulusMax2_2IFC_2020_Feb_17_1257_22,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,11,0,11,0,4.0,-1,c,o,r,0.46898200000032375,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_23,stimulusMax2_2IFC_2020_Feb_17_1257_24,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,12,0,12,0,4.0,-1,c,o,r,0.4857295999991038,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_25,stimulusMax2_2IFC_2020_Feb_17_1257_26,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,13,0,13,0,4.0,-1,c,o,r,0.3340939999998227,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_27,stimulusMax2_2IFC_2020_Feb_17_1257_28,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,14,0,14,0,4.0,-1,c,o,r,0.3660153000000719,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_29,stimulusMax2_2IFC_2020_Feb_17_1257_30,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,15,0,15,0,4.0,-1,c,o,r,0.35124589999941236,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_31,stimulusMax2_2IFC_2020_Feb_17_1257_32,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,16,0,16,0,4.0,-1,c,o,r,0.36586350000106904,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_33,stimulusMax2_2IFC_2020_Feb_17_1257_34,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,17,0,17,0,4.0,-1,c,o,r,0.46619249999821477,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_35,stimulusMax2_2IFC_2020_Feb_17_1257_36,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,18,0,18,0,4.0,-1,c,o,r,0.49863619999996445,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_37,stimulusMax2_2IFC_2020_Feb_17_1257_38,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,19,0,19,0,4.0,-1,c,o,r,0.51889250000022,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_39,stimulusMax2_2IFC_2020_Feb_17_1257_40,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,20,0,20,0,4.0,-1,c,o,r,0.3691199000004417,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_41,stimulusMax2_2IFC_2020_Feb_17_1257_42,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,21,0,21,0,4.0,-1,c,o,r,0.5004935000015394,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_43,stimulusMax2_2IFC_2020_Feb_17_1257_44,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,22,0,22,0,4.0,-1,c,o,r,0.3566074000009394,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_45,stimulusMax2_2IFC_2020_Feb_17_1257_46,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,23,0,23,0,4.0,-1,c,o,r,0.7688576000000467,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_47,stimulusMax2_2IFC_2020_Feb_17_1257_48,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,24,0,24,0,4.0,-1,w,r,o,0.4359831000001577,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_49,stimulusMax2_2IFC_2020_Feb_17_1257_50,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,25,0,25,0,4.0,-1,c,o,r,0.5166360000002896,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_51,stimulusMax2_2IFC_2020_Feb_17_1257_52,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,26,0,26,0,4.0,-1,c,o,r,0.601107200000115,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_53,stimulusMax2_2IFC_2020_Feb_17_1257_54,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,27,0,27,0,4.0,-1,w,r,o,0.2509164000002784,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_55,stimulusMax2_2IFC_2020_Feb_17_1257_56,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,28,0,28,0,4.0,-1,c,o,r,0.38435629999912635,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_57,stimulusMax2_2IFC_2020_Feb_17_1257_58,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,29,0,29,0,4.0,-1,c,o,r,0.21740200000022014,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_59,stimulusMax2_2IFC_2020_Feb_17_1257_60,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,30,0,30,0,4.0,-1,c,o,r,0.37029440000151226,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_61,stimulusMax2_2IFC_2020_Feb_17_1257_62,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,31,0,31,0,4.0,-1,c,o,r,0.5027746000014304,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_63,stimulusMax2_2IFC_2020_Feb_17_1257_64,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,32,0,32,0,4.0,-1,w,r,o,0.6360124999991967,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_65,stimulusMax2_2IFC_2020_Feb_17_1257_66,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,33,0,33,0,4.0,-1,c,o,r,0.5844030999996903,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_67,stimulusMax2_2IFC_2020_Feb_17_1257_68,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,34,0,34,0,4.0,-1,w,r,o,0.7015471000013349,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_69,stimulusMax2_2IFC_2020_Feb_17_1257_70,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,35,0,35,0,4.0,-1,c,o,r,0.36605280000003404,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_71,stimulusMax2_2IFC_2020_Feb_17_1257_72,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,36,0,36,0,4.0,-1,c,o,r,0.40119179999965127,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_73,stimulusMax2_2IFC_2020_Feb_17_1257_74,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,37,0,37,0,4.0,-1,c,o,r,0.33579699999972945,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_75,stimulusMax2_2IFC_2020_Feb_17_1257_76,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,38,0,38,0,4.0,-1,c,o,r,0.5521525000003749,False,True,stimulusMax2_2IFC_2020_Feb_17_1257_77,stimulusMax2_2IFC_2020_Feb_17_1257_78,False,8,Max2,2020_Feb_17_1257,2IFC,
2IFC,39,0,39,0,4.0,-1,c,o,r,0.4659191999999166,True,False,stimulusMax2_2IFC_2020_Feb_17_1257_79,stimulusMax2_2IFC_2020_Feb_17_1257_80,False,8,Max2,2020_Feb_17_1257,2IFC,
