Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,time_response_second,response_2IFCnew,response_key2Interval_2IFCnew,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,first_answer,second_answer,stimulus_pos,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFCnew,0,0,0,0,0.3506396000739187,5,Yes,11.0,-1,False Alarm,0.3177658000495285,False,True,1,1,2,stimulusttest_2IFCnew_2020_Mar_26_1711_1,stimulusttest_2IFCnew_2020_Mar_26_1711_2,False,2,ttest,2020_Mar_26_1711,2IFCnew,
2IFCnew,1,0,1,0,0.21795870002824813,1,No,11.0,-1,Hit,0.20027839997783303,True,False,1,2,1,stimulusttest_2IFCnew_2020_Mar_26_1711_3,stimulusttest_2IFCnew_2020_Mar_26_1711_4,False,2,ttest,2020_Mar_26_1711,2IFCnew,
2IFCnew,2,0,2,0,0.2495403999928385,3,No,11.0,-1,False Alarm,0.3505262000253424,False,True,1,2,2,stimulusttest_2IFCnew_2020_Mar_26_1711_5,stimulusttest_2IFCnew_2020_Mar_26_1711_6,False,2,ttest,2020_Mar_26_1711,2IFCnew,
2IFCnew,3,0,3,0,0.19954890001099557,2,Yes,11.0,-1,Correct Rejection,0.23409419995732605,False,True,2,1,2,stimulusttest_2IFCnew_2020_Mar_26_1711_7,stimulusttest_2IFCnew_2020_Mar_26_1711_8,False,2,ttest,2020_Mar_26_1711,2IFCnew,
2IFCnew,4,0,4,0,0.2004198000067845,6,No,11.0,-1,Miss,0.21689560008235276,True,False,2,2,1,stimulusttest_2IFCnew_2020_Mar_26_1711_9,stimulusttest_2IFCnew_2020_Mar_26_1711_10,False,2,ttest,2020_Mar_26_1711,2IFCnew,
2IFCnew,5,0,5,0,-1,2,null,11.0,-1,False Alarm,0.16708669997751713,False,True,1,0,2,stimulusttest_2IFCnew_2020_Mar_26_1711_11,stimulusttest_2IFCnew_2020_Mar_26_1711_12,False,2,ttest,2020_Mar_26_1711,2IFCnew,
2IFCnew,6,0,6,0,-1,3,null,11.0,-1,Correct Rejection,0.15065040008630604,False,True,2,0,2,stimulusttest_2IFCnew_2020_Mar_26_1711_13,stimulusttest_2IFCnew_2020_Mar_26_1711_14,False,2,ttest,2020_Mar_26_1711,2IFCnew,
2IFCnew,7,0,7,0,0.18861229997128248,6,No,11.0,-1,Miss,0.5340392000507563,True,False,2,2,1,stimulusttest_2IFCnew_2020_Mar_26_1711_15,stimulusttest_2IFCnew_2020_Mar_26_1711_16,False,2,ttest,2020_Mar_26_1711,2IFCnew,
