Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,time_response_second,response_2IFCnew,response_key2Interval_2IFCnew,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,first_answer,second_answer,stimulus_pos,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFCnew,0,0,0,0,-1,3,null,4,-1,Correct Rejection,0,0,0.416645499994047,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_2,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,1,0,1,0,-1,4,null,4,-1,Miss,0,1,0.6004553000093438,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_3,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_4,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,2,0,2,0,-1,4,null,4,-1,Miss,0,1,0.5353386999922805,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_5,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_6,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,3,0,3,0,-1,2,null,4,-1,False Alarm,1,0,0.41671959997620434,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_7,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_8,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,4,0,4,0,-1,0,null,4,-1,No Answer,2,2,-1,False,True,0,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_9,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_10,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,5,0,5,0,-1,3,null,4,-1,Correct Rejection,0,0,0.48438290000194684,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_11,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_12,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,6,0,6,0,-1,1,null,4,-1,Hit,1,1,0.5034063999773934,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_13,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_14,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,7,0,7,0,-1,4,null,4,-1,Miss,0,1,0.5345979999983683,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_15,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_16,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,8,0,8,0,0.40096810000250116,6,No,4,-1,Miss,0,1,0.533458599995356,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_17,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_18,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,9,0,9,0,0.7511560000129975,2,Yes,4,-1,Correct Rejection,0,0,0.7359506000066176,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_19,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_20,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,10,0,10,0,0.5516493999748491,1,No,4,-1,Hit,1,1,0.7853454999858513,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_21,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_22,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,11,0,11,0,-1,3,No,4,-1,Correct Rejection,0,0,0.5005932999774814,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_23,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_24,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,12,0,12,0,-1,4,No,4,-1,Miss,0,1,0.6333941000048071,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_25,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_26,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,13,0,13,0,-1,3,No,4,-1,Correct Rejection,0,0,0.5209669999894686,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_27,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_28,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,14,0,14,0,-1,3,No,4,-1,Correct Rejection,0,0,0.4856479000300169,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_29,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_30,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,15,0,15,0,-1,1,No,4,-1,Hit,1,1,0.5857090000063181,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_31,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_32,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,16,0,16,0,-1,3,No,4,-1,Correct Rejection,0,0,0.5025719999684952,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_33,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_34,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,17,0,17,0,-1,3,No,4,-1,Correct Rejection,0,0,0.685392800020054,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_35,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_36,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,18,0,18,0,-1,0,No,4,-1,No Answer,2,2,-1,True,False,0,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_37,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_38,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,19,0,19,0,0.5818386999890208,3,No,4,-1,False Alarm,1,0,0.6362109000328928,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_39,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_40,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,20,0,20,0,0.567945700022392,7,Yes,4,-1,Hit,1,1,0.6337740999879315,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_41,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_42,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,21,0,21,0,0.7012239000177942,2,Yes,4,-1,Correct Rejection,0,0,0.41964330000337213,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_43,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_44,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,22,0,22,0,-1,0,Yes,4,-1,No Answer,2,2,-1,True,False,0,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_45,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_46,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,23,0,23,0,0.5849949999828823,8,No,4,-1,Correct Rejection,0,0,0.6009029999841005,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_47,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_48,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,24,0,24,0,0.41816579998703673,5,Yes,4,-1,False Alarm,1,0,0.6680107999709435,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_49,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_50,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,25,0,25,0,-1,1,Yes,4,-1,Hit,1,1,0.5509789999923669,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_51,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_52,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,26,0,26,0,-1,3,Yes,4,-1,Correct Rejection,0,0,0.4671582000446506,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_53,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_54,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,27,0,27,0,0.8000942000071518,7,Yes,4,-1,Hit,1,1,0.5190545000368729,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_55,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_56,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,28,0,28,0,0.5364084000466391,1,No,4,-1,Hit,1,1,0.5176156000234187,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_57,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_58,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,29,0,29,0,-1,3,No,4,-1,Correct Rejection,0,0,0.7019032000098377,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_59,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_60,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,30,0,30,0,0.5827583000063896,2,Yes,4,-1,Correct Rejection,0,0,0.5666074000182562,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_61,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_62,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,31,0,31,0,-1,1,Yes,4,-1,Hit,1,1,0.5509414999978617,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_63,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_64,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,32,0,32,0,-1,1,Yes,4,-1,Hit,1,1,0.5209118999773636,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_65,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_66,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,33,0,33,0,-1,4,Yes,4,-1,Miss,0,1,0.42123760003596544,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_67,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_68,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,34,0,34,0,-1,0,Yes,4,-1,No Answer,2,2,-1,True,False,0,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_69,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_70,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,35,0,35,0,-1,1,Yes,4,-1,Hit,1,1,0.48516250000102445,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_71,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_72,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,36,0,36,0,-1,1,Yes,4,-1,Hit,1,1,0.5683762999833561,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_73,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_74,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,37,0,37,0,0.41702429996803403,6,No,4,-1,Miss,0,1,0.5182893999735825,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_75,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_76,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,38,0,38,0,0.8181287000188604,3,No,4,-1,False Alarm,1,0,0.6348937000147998,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_77,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_78,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,39,0,39,0,0.3683555999887176,5,Yes,4,-1,False Alarm,1,0,0.7338103000074625,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_79,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_80,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,40,0,40,0,-1,3,Yes,4,-1,Correct Rejection,0,0,0.6501750000170432,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_81,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_82,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,41,0,41,0,-1,1,Yes,4,-1,Hit,1,1,0.45226529997307807,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_83,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_84,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,42,0,42,0,0.3677665000432171,5,Yes,4,-1,False Alarm,1,0,0.5185166000155732,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_85,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_86,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,43,0,43,0,0.6666489000199363,1,No,4,-1,Hit,1,1,0.5005456000217237,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_87,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_88,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,44,0,44,0,-1,3,No,4,-1,Correct Rejection,0,0,0.6189799000276253,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_89,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_90,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,0,0,0,0,0.5520881999982521,6,No,2,-1,Miss,0,1,0.6000207000179216,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_91,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_92,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,1,0,1,0,0.5157046999665909,8,No,2,-1,Correct Rejection,0,0,0.4826416000141762,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_93,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_94,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,2,0,2,0,0.41822490002959967,2,Yes,2,-1,Correct Rejection,0,0,0.36867050000000745,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_95,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_96,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,3,0,3,0,0.5321428999886848,3,No,2,-1,False Alarm,1,0,0.6845945999957621,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_97,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_98,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,4,0,4,0,-1,1,No,2,-1,Hit,1,1,0.7354057000484318,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_99,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_100,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,5,0,5,0,-1,3,No,2,-1,Correct Rejection,0,0,0.5681822000187822,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_101,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_102,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,6,0,6,0,0.5318234000005759,8,No,2,-1,Correct Rejection,0,0,0.46836509997956455,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_103,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_104,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,7,0,7,0,0.48369870003079996,6,No,2,-1,Miss,0,1,0.3176940000266768,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_105,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_106,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,8,0,8,0,0.38545459997840226,6,No,2,-1,Miss,0,1,0.3185088000027463,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_107,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_108,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,9,0,9,0,-1,2,No,2,-1,False Alarm,1,0,0.4324178000097163,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_109,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_110,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,10,0,10,0,-1,3,No,2,-1,Correct Rejection,0,0,0.4834719000500627,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_111,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_112,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,11,0,11,0,-1,3,No,2,-1,Correct Rejection,0,0,0.4535036999732256,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_113,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_114,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,12,0,12,0,-1,4,No,2,-1,Miss,0,1,0.2669697000528686,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_115,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_116,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,13,0,13,0,0.45131620002212003,6,No,2,-1,Miss,0,1,0.7346218000166118,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_117,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_118,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,14,0,14,0,-1,0,No,2,-1,No Answer,2,2,-1,True,False,0,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_119,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_120,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,15,0,15,0,0.6201737999799661,2,Yes,2,-1,Correct Rejection,0,0,0.60097810003208,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_121,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_122,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,16,0,16,0,0.21971599996322766,6,No,2,-1,Miss,0,1,0.451420400000643,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_123,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_124,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,17,0,17,0,-1,1,No,2,-1,Hit,1,1,0.5832173000089824,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_125,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_126,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,18,0,18,0,-1,4,No,2,-1,Miss,0,1,0.4842908999999054,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_127,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_128,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,19,0,19,0,0.5682161999866366,6,No,2,-1,Miss,0,1,0.5018180999904871,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_129,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_130,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,20,0,20,0,-1,0,No,2,-1,No Answer,2,2,-1,False,True,0,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_131,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_132,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,21,0,21,0,0.4181752000004053,3,No,2,-1,False Alarm,1,0,0.5180239999899641,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_133,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_134,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,22,0,22,0,-1,3,No,2,-1,Correct Rejection,0,0,0.5670002999831922,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_135,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_136,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,23,0,23,0,-1,3,No,2,-1,Correct Rejection,0,0,0.5367528999922797,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_137,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_138,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,24,0,24,0,0.5677244000253268,3,No,2,-1,False Alarm,1,0,0.5839847999741323,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_139,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_140,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,25,0,25,0,0.6855169999762438,8,No,2,-1,Correct Rejection,0,0,0.5663840000052005,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_141,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_142,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,26,0,26,0,-1,0,No,2,-1,No Answer,2,2,-1,False,True,0,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_143,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_144,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,27,0,27,0,0.7857035999768414,6,No,2,-1,Miss,0,1,0.5353881999617442,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_145,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_146,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,28,0,28,0,-1,0,No,2,-1,No Answer,2,2,-1,True,False,0,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_147,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_148,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,29,0,29,0,0.4528618000331335,3,No,2,-1,False Alarm,1,0,0.6026285000261851,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_149,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_150,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,30,0,30,0,-1,3,No,2,-1,Correct Rejection,0,0,0.784370300010778,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_151,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_152,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,31,0,31,0,0.33411510003497824,8,No,2,-1,Correct Rejection,0,0,0.519103400001768,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_153,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_154,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,32,0,32,0,0.46825299999909475,5,Yes,2,-1,False Alarm,1,0,0.33438949997071177,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_155,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_156,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,33,0,33,0,-1,0,Yes,2,-1,No Answer,2,2,-1,False,True,0,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_157,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_158,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,34,0,34,0,0.5680194000015035,6,No,2,-1,Miss,0,1,0.38396190002094954,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_159,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_160,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,35,0,35,0,0.31741740001598373,6,No,2,-1,Miss,0,1,0.472019899985753,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_161,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_162,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,36,0,36,0,0.3851284999982454,8,No,2,-1,Correct Rejection,0,0,0.5512208999716677,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_163,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_164,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,37,0,37,0,-1,4,No,2,-1,Miss,0,1,0.7671814999775961,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_165,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_166,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,38,0,38,0,0.18395609996514395,4,Yes,2,-1,Miss,0,1,0.2820182999712415,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_167,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_168,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,39,0,39,0,0.26788460003444925,3,No,2,-1,False Alarm,1,0,0.30177089996868744,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_169,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_170,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,40,0,40,0,0.8841527999611571,8,No,2,-1,Correct Rejection,0,0,0.2511696000001393,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_171,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_172,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,41,0,41,0,0.06747389998054132,6,No,2,-1,Miss,0,1,0.3490347999613732,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_173,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_174,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,42,0,42,0,0.31752849998883903,8,No,2,-1,Correct Rejection,0,0,0.7849778999807313,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_175,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_176,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,43,0,43,0,-1,2,No,2,-1,False Alarm,1,0,0.532694099994842,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_177,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_178,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,44,0,44,0,-1,1,No,2,-1,Hit,1,1,0.45175489998655394,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_179,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_180,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
