Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,time_response_second,response_2IFCnew,response_key2Interval_2IFCnew,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,first_answer,second_answer,stimulus_pos,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFCnew,3,0,3,0,-1,1,Yes,7,-1,Hit,1,1,0.4184984999592416,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_817,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_818,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,4,0,4,0,-1,1,Yes,7,-1,Hit,1,1,0.3679806999862194,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_819,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_820,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,5,0,5,0,0.3341665000189096,5,Yes,7,-1,False Alarm,1,0,0.36910919996444136,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_821,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_822,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,6,0,6,0,0.5346857999684289,1,No,7,-1,Hit,1,1,0.5177932000369765,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_823,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_824,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,7,0,7,0,-1,3,No,7,-1,Correct Rejection,0,0,0.4335244999965653,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_825,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_826,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,8,0,8,0,0.16752529999939725,5,Yes,7,-1,False Alarm,1,0,0.3700659000314772,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_827,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_828,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,9,0,9,0,0.5005254999850877,5,Yes,7,-1,False Alarm,1,0,0.5370627000229433,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_829,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_830,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,10,0,10,0,0.43383349996292964,6,No,7,-1,Miss,0,1,0.6669075000099838,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_831,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_832,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,11,0,11,0,0.36810140003217384,1,No,7,-1,Hit,1,1,0.46745120000559837,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_833,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_834,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,12,0,12,0,-1,1,No,7,-1,Hit,1,1,0.5021788000012748,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_835,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_836,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,13,0,13,0,-1,3,No,7,-1,Correct Rejection,0,0,0.36825690005207434,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_837,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_838,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,14,0,14,0,-1,3,No,7,-1,Correct Rejection,0,0,0.36895940004615113,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_839,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_840,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,15,0,15,0,0.283985499991104,6,No,7,-1,Miss,0,1,0.30262520001269877,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_841,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_842,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,16,0,16,0,-1,3,No,7,-1,Correct Rejection,0,0,0.36716530000558123,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_843,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_844,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,17,0,17,0,-1,3,No,7,-1,Correct Rejection,0,0,0.31736719998298213,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_845,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_846,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,18,0,18,0,-1,3,No,7,-1,Correct Rejection,0,0,0.2513385000056587,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_847,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_848,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,19,0,19,0,0.34998639998957515,6,No,7,-1,Miss,0,1,0.23243489995365962,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_849,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_850,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,20,0,20,0,-1,0,No,7,-1,No Answer,2,2,-1,True,False,0,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_851,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_852,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,21,0,21,0,-1,1,No,7,-1,Hit,1,1,0.4020279999822378,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_853,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_854,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,22,0,22,0,-1,1,No,7,-1,Hit,1,1,0.43577510002069175,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_855,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_856,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,23,0,23,0,0.35097110003698617,2,Yes,7,-1,Correct Rejection,0,0,0.5184502000338398,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_857,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_858,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,24,0,24,0,-1,1,Yes,7,-1,Hit,1,1,0.5201847000280395,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_859,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_860,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,25,0,25,0,-1,1,Yes,7,-1,Hit,1,1,0.5194066999829374,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_861,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_862,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,26,0,26,0,0.3011840999824926,3,No,7,-1,False Alarm,1,0,0.4838117000181228,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_863,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_864,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,27,0,27,0,-1,1,No,7,-1,Hit,1,1,0.3185464999987744,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_865,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_866,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,28,0,28,0,0.36832250002771616,6,No,7,-1,Miss,0,1,0.5354965000296943,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_867,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_868,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,29,0,29,0,-1,3,No,7,-1,Correct Rejection,0,0,0.4682275999803096,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_869,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_870,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,30,0,30,0,-1,1,No,7,-1,Hit,1,1,0.4362121000303887,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_871,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_872,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,31,0,31,0,-1,3,No,7,-1,Correct Rejection,0,0,0.1998619000078179,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_873,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_874,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,32,0,32,0,-1,3,No,7,-1,Correct Rejection,0,0,0.25052600004710257,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_875,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_876,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,33,0,33,0,-1,3,No,7,-1,Correct Rejection,0,0,0.28317609999794513,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_877,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_878,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,34,0,34,0,0.5172286999877542,3,No,7,-1,False Alarm,1,0,0.25160220003454015,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_879,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_880,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,35,0,35,0,0.25104330002795905,3,No,7,-1,False Alarm,1,0,0.3181907999678515,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_881,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_882,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,36,0,36,0,-1,1,No,7,-1,Hit,1,1,0.35250599996652454,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_883,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_884,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,37,0,37,0,0.5012237000046298,6,No,7,-1,Miss,0,1,0.4318301999592222,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_885,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_886,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,38,0,38,0,0.11687000002712011,6,No,7,-1,Miss,0,1,0.3507149000070058,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_887,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_888,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,39,0,39,0,-1,0,No,7,-1,No Answer,2,2,-1,False,True,0,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_889,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_890,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,40,0,40,0,0.45069840003270656,2,Yes,7,-1,Correct Rejection,0,0,0.384210099990014,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_891,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_892,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,41,0,41,0,0.3502933999989182,1,No,7,-1,Hit,1,1,0.617400599992834,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_893,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_894,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,42,0,42,0,0.4181908000027761,2,Yes,7,-1,Correct Rejection,0,0,0.4346518999664113,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_895,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_896,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,43,0,43,0,-1,0,Yes,7,-1,No Answer,2,2,-1,False,True,0,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_897,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_898,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,44,0,44,0,0.41779720003250986,4,Yes,7,-1,Miss,0,1,0.4009224000037648,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_899,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_900,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,0,0,0,0,0.3841588000068441,8,No,1,-1,Correct Rejection,0,0,0.38343490002444014,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_901,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_902,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,1,0,1,0,0.4170886999927461,8,No,1,-1,Correct Rejection,0,0,0.3039629999548197,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_903,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_904,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,2,0,2,0,-1,2,No,1,-1,False Alarm,1,0,0.3497473999741487,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_905,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_906,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,3,0,3,0,0.4012417999911122,2,Yes,1,-1,Correct Rejection,0,0,0.45208189997356385,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_907,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_908,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,4,0,4,0,-1,3,Yes,1,-1,Correct Rejection,0,0,0.4037156999693252,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_909,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_910,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,5,0,5,0,0.2028135999571532,1,No,1,-1,Hit,1,1,0.45064639998599887,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_911,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_912,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,6,0,6,0,-1,2,No,1,-1,False Alarm,1,0,0.5186272999853827,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_913,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_914,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,7,0,7,0,0.3346765000023879,2,Yes,1,-1,Correct Rejection,0,0,0.4344992999685928,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_915,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_916,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,8,0,8,0,-1,3,Yes,1,-1,Correct Rejection,0,0,0.5359411999816075,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_917,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_918,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,9,0,9,0,-1,3,Yes,1,-1,Correct Rejection,0,0,0.3340472999843769,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_919,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_920,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,10,0,10,0,-1,3,Yes,1,-1,Correct Rejection,0,0,0.31721920002019033,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_921,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_922,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,11,0,11,0,0.8179831000161357,6,No,1,-1,Miss,0,1,0.30340760003309697,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_923,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_924,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,12,0,12,0,0.1838772000046447,6,No,1,-1,Miss,0,1,0.3173856000066735,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_925,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_926,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,13,0,13,0,0.4515573999960907,5,Yes,1,-1,False Alarm,1,0,0.5531479000346735,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_927,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_928,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,14,0,14,0,-1,4,Yes,1,-1,Miss,0,1,0.31759200000669807,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_929,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_930,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,15,0,15,0,-1,4,Yes,1,-1,Miss,0,1,0.2667327999952249,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_931,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_932,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,16,0,16,0,0.4840549999498762,8,No,1,-1,Correct Rejection,0,0,0.21867610001936555,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_933,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_934,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,17,0,17,0,-1,3,No,1,-1,Correct Rejection,0,0,0.21718380000675097,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_935,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_936,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,18,0,18,0,-1,3,No,1,-1,Correct Rejection,0,0,0.600122400035616,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_937,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_938,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,19,0,19,0,-1,4,No,1,-1,Miss,0,1,0.43472790002124384,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_939,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_940,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,20,0,20,0,-1,2,No,1,-1,False Alarm,1,0,0.31841040001017973,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_941,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_942,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,21,0,21,0,0.6842177999787964,8,No,1,-1,Correct Rejection,0,0,0.1521426999825053,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_943,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_944,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,22,0,22,0,-1,4,No,1,-1,Miss,0,1,0.21781079994980246,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_945,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_946,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,23,0,23,0,-1,1,No,1,-1,Hit,1,1,0.26728029997320846,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_947,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_948,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,24,0,24,0,-1,3,No,1,-1,Correct Rejection,0,0,0.2166012999950908,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_949,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_950,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,25,0,25,0,0.651006400003098,8,No,1,-1,Correct Rejection,0,0,0.2686524000018835,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_951,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_952,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,26,0,26,0,0.3854521999601275,6,No,1,-1,Miss,0,1,0.533592400024645,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_953,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_954,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,27,0,27,0,0.4510768000036478,8,No,1,-1,Correct Rejection,0,0,0.38507339998614043,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_955,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_956,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,28,0,28,0,-1,4,No,1,-1,Miss,0,1,0.25141919997986406,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_957,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_958,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,29,0,29,0,0.10124899999937043,6,No,1,-1,Miss,0,1,0.45152490003965795,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_959,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_960,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,30,0,30,0,0.4996002000407316,8,No,1,-1,Correct Rejection,0,0,0.45141689997399226,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_961,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_962,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,31,0,31,0,-1,3,No,1,-1,Correct Rejection,0,0,0.6510808000457473,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_963,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_964,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,32,0,32,0,-1,3,No,1,-1,Correct Rejection,0,0,0.44997240003431216,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_965,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_966,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,33,0,33,0,0.03301620000274852,6,No,1,-1,Miss,0,1,0.26826549996621907,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_967,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_968,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,34,0,34,0,0.5186049999902025,8,No,1,-1,Correct Rejection,0,0,0.5005485999863595,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_969,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_970,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,35,0,35,0,0.3500959999510087,8,No,1,-1,Correct Rejection,0,0,0.2831962999771349,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_971,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_972,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,36,0,36,0,0.10047689999919385,8,No,1,-1,Correct Rejection,0,0,0.4176982999779284,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_973,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_974,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,37,0,37,0,0.5839757000212558,8,No,1,-1,Correct Rejection,0,0,0.45248040003934875,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_975,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_976,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,38,0,38,0,-1,1,No,1,-1,Hit,1,1,0.3368540999945253,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_977,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_978,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,39,0,39,0,-1,1,No,1,-1,Hit,1,1,0.5510388999828137,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_979,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_980,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,40,0,40,0,-1,2,No,1,-1,False Alarm,1,0,0.2680067999754101,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_981,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_982,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,41,0,41,0,-1,3,No,1,-1,Correct Rejection,0,0,0.5361517000128515,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_983,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_984,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,42,0,42,0,-1,1,No,1,-1,Hit,1,1,0.5339394000475295,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_985,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_986,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,43,0,43,0,-1,1,No,1,-1,Hit,1,1,0.6342995000304654,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_987,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_988,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,44,0,44,0,-1,3,No,1,-1,Correct Rejection,0,0,0.5680890999501571,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_989,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_990,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,0,0,0,0,0.4678890000213869,8,No,10,-1,Correct Rejection,0,0,0.31759380002040416,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_991,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_992,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,1,0,1,0,0.4824536999803968,6,No,10,-1,Miss,0,1,0.453125,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_993,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_994,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
