Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,time_response_second,response_2IFCnew,response_key2Interval_2IFCnew,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,first_answer,second_answer,stimulus_pos,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFCnew,21,0,21,0,0.45059210003819317,5,Yes,4,-1,False Alarm,0.3843350000679493,False,True,1,1,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_43,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_44,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,22,0,22,0,-1,1,null,4,-1,Hit,0.43393970001488924,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_45,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_46,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,23,0,23,0,-1,1,null,4,-1,Hit,0.30082209990359843,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_47,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_48,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,24,0,24,0,-1,1,null,4,-1,Hit,0.2819374999962747,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_49,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_50,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,25,0,25,0,0.6340865000383928,5,Yes,4,-1,False Alarm,0.3672263999469578,False,True,1,1,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_51,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_52,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,26,0,26,0,0.41762520000338554,7,Yes,4,-1,Hit,0.33442870003636926,True,False,1,1,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_53,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_54,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,27,0,27,0,-1,2,null,4,-1,False Alarm,0.41775120003148913,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_55,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_56,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,28,0,28,0,0.3670333999907598,7,Yes,4,-1,Hit,0.634077399969101,True,False,1,1,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_57,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_58,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,29,0,29,0,-1,1,null,4,-1,Hit,0.4344598999014124,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_59,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_60,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,30,0,30,0,-1,2,null,4,-1,False Alarm,0.5010064000962302,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_61,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_62,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,31,0,31,0,0.5673898999812081,6,No,4,-1,Miss,0.33388699998613447,True,False,2,2,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_63,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_64,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,32,0,32,0,0.2672141999937594,6,No,4,-1,Miss,0.5837036999873817,True,False,2,2,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_65,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_66,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,33,0,33,0,0.5330858000088483,6,No,4,-1,Miss,0.667460999917239,True,False,2,2,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_67,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_68,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,34,0,34,0,-1,3,null,4,-1,Correct Rejection,0.632277199998498,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_69,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_70,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,35,0,35,0,-1,1,null,4,-1,Hit,0.6012532999739051,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_71,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_72,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,36,0,36,0,-1,1,null,4,-1,Hit,0.35084359999746084,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_73,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_74,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,37,0,37,0,-1,4,null,4,-1,Miss,0.4839369000401348,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_75,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_76,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,38,0,38,0,-1,3,null,4,-1,Correct Rejection,0.4677766999229789,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_77,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_78,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,39,0,39,0,0.6047303999075666,1,No,4,-1,Hit,0.44856259995140135,True,False,1,2,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_79,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_80,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,40,0,40,0,-1,1,null,4,-1,Hit,0.5676762000657618,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_81,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_82,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,41,0,41,0,-1,2,null,4,-1,False Alarm,0.7681572999572381,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_83,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_84,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,42,0,42,0,0.4349180000135675,5,Yes,4,-1,False Alarm,0.217725700000301,False,True,1,1,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_85,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_86,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,43,0,43,0,0.3674096999457106,5,Yes,4,-1,False Alarm,0.36767199996393174,False,True,1,1,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_87,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_88,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,44,0,44,0,0.5672476999461651,4,Yes,4,-1,Miss,0.3340679999673739,True,False,2,1,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_89,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_90,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,0,0,0,0,0.23383719997946173,7,Yes,10,-1,Hit,0.41787080001085997,True,False,1,1,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_91,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_92,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,1,0,1,0,-1,1,null,10,-1,Hit,0.4341455999528989,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_93,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_94,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,2,0,2,0,-1,3,null,10,-1,Correct Rejection,0.5004563999827951,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_95,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_96,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,3,0,3,0,-1,3,null,10,-1,Correct Rejection,0.5191731998929754,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_97,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_98,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,4,0,4,0,-1,1,null,10,-1,Hit,0.4175046000164002,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_99,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_100,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,5,0,5,0,-1,3,null,10,-1,Correct Rejection,0.3009533000877127,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_101,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_102,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,6,0,6,0,-1,1,null,10,-1,Hit,0.3352988000260666,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_103,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_104,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,7,0,7,0,0.06701890006661415,6,No,10,-1,Miss,0.3346673999913037,True,False,2,2,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_105,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_106,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,8,0,8,0,-1,3,null,10,-1,Correct Rejection,0.4507594999158755,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_107,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_108,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,9,0,9,0,-1,3,null,10,-1,Correct Rejection,0.5707812000764534,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_109,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_110,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,10,0,10,0,-1,1,null,10,-1,Hit,0.3841699999757111,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_111,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_112,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,11,0,11,0,-1,3,null,10,-1,Correct Rejection,0.4843877999810502,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_113,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_114,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,12,0,12,0,-1,1,null,10,-1,Hit,0.44949889997951686,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_115,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_116,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,13,0,13,0,-1,1,null,10,-1,Hit,0.35077489994000643,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_117,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_118,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,14,0,14,0,-1,1,null,10,-1,Hit,0.3342281000223011,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_119,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_120,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,15,0,15,0,-1,3,null,10,-1,Correct Rejection,0.400666999979876,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_121,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_122,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,16,0,16,0,-1,1,null,10,-1,Hit,0.45095719990786165,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_123,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_124,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,17,0,17,0,-1,1,null,10,-1,Hit,0.398207199992612,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_125,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_126,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,18,0,18,0,-1,3,null,10,-1,Correct Rejection,0.4674258000450209,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_127,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_128,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,19,0,19,0,0.6507130999816582,5,Yes,10,-1,False Alarm,0.3674858999438584,False,True,1,1,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_129,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_130,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,20,0,20,0,-1,3,null,10,-1,Correct Rejection,0.4008001000620425,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_131,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_132,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,21,0,21,0,-1,3,null,10,-1,Correct Rejection,0.4330323999747634,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_133,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_134,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,22,0,22,0,-1,1,null,10,-1,Hit,0.3821498000761494,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_135,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_136,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,23,0,23,0,-1,3,null,10,-1,Correct Rejection,0.29925449995789677,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_137,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_138,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,24,0,24,0,-1,3,null,10,-1,Correct Rejection,0.45076549996156245,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_139,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_140,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,25,0,25,0,0.16725199995562434,6,No,10,-1,Miss,0.3005729999858886,True,False,2,2,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_141,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_142,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,26,0,26,0,-1,1,null,10,-1,Hit,0.33426589996088296,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_143,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_144,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,27,0,27,0,-1,3,null,10,-1,Correct Rejection,0.44969689997378737,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_145,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_146,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,28,0,28,0,-1,1,null,10,-1,Hit,0.34914220008067787,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_147,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_148,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,29,0,29,0,-1,3,null,10,-1,Correct Rejection,0.4010071000084281,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_149,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_150,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,30,0,30,0,-1,3,null,10,-1,Correct Rejection,0.5490937000140548,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_151,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_152,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,31,0,31,0,-1,3,null,10,-1,Correct Rejection,0.4674705999204889,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_153,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_154,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,32,0,32,0,-1,3,null,10,-1,Correct Rejection,0.4169216000009328,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_155,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_156,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,33,0,33,0,-1,3,null,10,-1,Correct Rejection,0.3176242000190541,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_157,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_158,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,34,0,34,0,-1,0,null,10,-1,No Answer,-1,False,True,0,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_159,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_160,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,35,0,35,0,-1,1,null,10,-1,Hit,0.45053639996331185,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_161,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_162,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,36,0,36,0,0.20048719993792474,6,No,10,-1,Miss,0.35295500000938773,True,False,2,2,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_163,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_164,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,37,0,37,0,0.23453849996440113,5,Yes,10,-1,False Alarm,0.36753339995630085,False,True,1,1,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_165,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_166,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,38,0,38,0,-1,3,null,10,-1,Correct Rejection,0.33408619998954237,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_167,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_168,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,39,0,39,0,-1,1,null,10,-1,Hit,0.3987615000223741,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_169,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_170,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,40,0,40,0,-1,3,null,10,-1,Correct Rejection,0.3005859999684617,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_171,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_172,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,41,0,41,0,-1,3,null,10,-1,Correct Rejection,0.2503790999762714,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_173,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_174,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,42,0,42,0,-1,3,null,10,-1,Correct Rejection,0.4861144000897184,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_175,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_176,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,43,0,43,0,-1,3,null,10,-1,Correct Rejection,0.38413410005159676,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_177,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_178,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,44,0,44,0,-1,3,null,10,-1,Correct Rejection,0.3502214999170974,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_179,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_180,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,0,0,0,0,-1,4,null,5,-1,Miss,0.367241199943237,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_181,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_182,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
2IFCnew,1,0,1,0,-1,0,null,5,-1,No Answer,-1,False,True,0,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_183,stimulus2AFCnew_2IFCnew_2020_Mar_26_1930_184,False,3,2AFCnew,2020_Mar_26_1930,2IFCnew,
