Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,0,0,0,0,10.0,-1,Correct Rejection,0,0,0.3506342000036966,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2007_1,-1,False,9,TestYesNo,2020_Mar_05_2007,Yes-No Task,
Yes-No Task,1,0,1,0,10.0,-1,Correct Rejection,0,0,0.3338041999959387,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2007_2,-1,False,9,TestYesNo,2020_Mar_05_2007,Yes-No Task,
Yes-No Task,2,0,2,0,10.0,-1,Correct Rejection,0,0,0.36716059999889694,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2007_3,-1,False,9,TestYesNo,2020_Mar_05_2007,Yes-No Task,
Yes-No Task,3,0,3,0,10.0,-1,Correct Rejection,0,0,0.31655380001757294,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2007_4,-1,False,9,TestYesNo,2020_Mar_05_2007,Yes-No Task,
Yes-No Task,4,0,4,0,10.0,-1,Hit,1,1,0.33389470001566224,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2007_5,-1,False,9,TestYesNo,2020_Mar_05_2007,Yes-No Task,
Yes-No Task,5,0,5,0,10.0,-1,Hit,1,1,0.3847085000015795,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2007_6,-1,False,9,TestYesNo,2020_Mar_05_2007,Yes-No Task,
Yes-No Task,6,0,6,0,10.0,-1,Correct Rejection,0,0,0.33447920001344755,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2007_7,-1,False,9,TestYesNo,2020_Mar_05_2007,Yes-No Task,
Yes-No Task,7,0,7,0,10.0,-1,Hit,1,1,0.26750040001934394,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2007_8,-1,False,9,TestYesNo,2020_Mar_05_2007,Yes-No Task,
Yes-No Task,8,0,8,0,10.0,-1,Hit,1,1,0.3670208000112325,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2007_9,-1,False,9,TestYesNo,2020_Mar_05_2007,Yes-No Task,
Yes-No Task,9,0,9,0,10.0,-1,Correct Rejection,0,0,0.33441700000548735,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2007_10,-1,False,9,TestYesNo,2020_Mar_05_2007,Yes-No Task,
