Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,0,0,0,0,1.0,-1,Miss,0,1,0.31707200000528246,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_1,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,1,0,1,0,1.0,-1,False Alarm,1,0,0.23387679998995736,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_2,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,2,0,2,0,1.0,-1,Correct Rejection,0,0,0.2170588000153657,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_3,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,3,0,3,0,1.0,-1,Correct Rejection,0,0,0.25051780001376756,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_4,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,4,0,4,0,1.0,-1,Correct Rejection,0,0,0.25041999999666587,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_5,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,5,0,5,0,1.0,-1,Hit,1,1,0.03368559997761622,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_6,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,6,0,6,0,1.0,-1,Miss,0,1,0.050342900009127334,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_7,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,7,0,7,0,1.0,-1,Miss,0,1,0.6003552000038326,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_8,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,8,0,8,0,1.0,-1,Miss,0,1,0.23399439998320304,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_9,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,9,0,9,0,1.0,-1,Miss,0,1,0.3336848999897484,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_10,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,10,0,10,0,1.0,-1,Correct Rejection,0,0,0.2517396000039298,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_11,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,11,0,11,0,1.0,-1,Miss,0,1,0.3002198000031058,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_12,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,12,0,12,0,1.0,-1,Correct Rejection,0,0,0.3173436000070069,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_13,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,13,0,13,0,1.0,-1,Miss,0,1,0.18409319999045692,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_14,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,14,0,14,0,1.0,-1,Hit,1,1,0.3839694999915082,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_15,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,15,0,15,0,1.0,-1,Correct Rejection,0,0,0.20069590001367033,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_16,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,16,0,16,0,1.0,-1,Hit,1,1,0.25063439999939874,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_17,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,17,0,17,0,1.0,-1,Hit,1,1,0.43380270001944155,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_18,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,18,0,18,0,1.0,-1,Hit,1,1,0.30048410000745207,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_19,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,19,0,19,0,1.0,-1,Correct Rejection,0,0,0.334050000004936,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_20,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,20,0,20,0,1.0,-1,Correct Rejection,0,0,0.3334651000041049,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_21,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,21,0,21,0,1.0,-1,False Alarm,1,0,0.2502626999921631,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_22,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,22,0,22,0,1.0,-1,Correct Rejection,0,0,0.23321299999952316,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_23,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,23,0,23,0,1.0,-1,Correct Rejection,0,0,0.2836165000044275,False,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_24,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
Yes-No Task,24,0,24,0,1.0,-1,Miss,0,1,0.3670538000005763,True,-1,stimulus_TestYesNo_Yes-No Task_2020_Mar_05_2006_25,-1,False,8,TestYesNo,2020_Mar_05_2006,Yes-No Task,
