Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,0,0,0,0,7.0,-1,Hit,1,1,0.4856136999997034,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_1,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,1,0,1,0,7.0,-1,Correct Rejection,0,0,0.36677510000026814,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_2,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,2,0,2,0,7.0,-1,Miss,0,1,0.34956359999978304,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_3,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,3,0,3,0,7.0,-1,Hit,1,1,0.28302139999959763,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_4,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,4,0,4,0,7.0,-1,Correct Rejection,0,0,0.4684945000008156,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_5,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,5,0,5,0,7.0,-1,Correct Rejection,0,0,0.41672139999991487,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_6,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,6,0,6,0,7.0,-1,Hit,1,1,0.4839220000003479,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_7,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,7,0,7,0,7.0,-1,Miss,0,1,0.3842968999997538,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_8,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,8,0,8,0,7.0,-1,Hit,1,1,0.4174391000005926,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_9,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,9,0,9,0,7.0,-1,Correct Rejection,0,0,0.4674389000001611,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_10,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,10,0,10,0,7.0,-1,Correct Rejection,0,0,0.40271579999989626,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_11,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,11,0,11,0,7.0,-1,Correct Rejection,0,0,0.684215199999926,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_12,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,12,0,12,0,7.0,-1,Correct Rejection,0,0,0.33406790000026376,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_13,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,13,0,13,0,7.0,-1,Correct Rejection,0,0,0.3510081000003993,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_14,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,14,0,14,0,7.0,-1,Correct Rejection,0,0,0.35050129999945057,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_15,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,15,0,15,0,7.0,-1,Miss,0,1,0.30029990000002726,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_16,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,16,0,16,0,7.0,-1,False Alarm,1,0,0.31737340000017866,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_17,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,17,0,17,0,7.0,-1,Miss,0,1,0.6708676999996896,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_18,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,18,0,18,0,7.0,-1,Hit,1,1,0.5704912999999578,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_19,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,19,0,19,0,7.0,-1,Hit,1,1,0.3009911999997712,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_20,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,20,0,20,0,7.0,-1,Correct Rejection,0,0,0.8512620999999854,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_21,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,21,0,21,0,7.0,-1,Hit,1,1,0.5170641000004252,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_22,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,22,0,22,0,7.0,-1,Correct Rejection,0,0,0.38307259999965027,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_23,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,23,0,23,0,7.0,-1,Hit,1,1,0.5034283999993932,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_24,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
Yes-No Task,24,0,24,0,7.0,-1,Miss,0,1,0.402135599999383,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1144_25,-1,False,8,MaxB,2020_Feb_17_1144,Yes-No Task,
