Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,0,0,0,0,5.0,-1,Miss,0,1,0.45102850000057515,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_1,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,1,0,1,0,5.0,-1,False Alarm,1,0,0.5176295000001119,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_2,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,2,0,2,0,5.0,-1,Hit,1,1,0.38609080000060203,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_3,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,3,0,3,0,5.0,-1,Correct Rejection,0,0,0.5011574999998629,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_4,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,4,0,4,0,5.0,-1,False Alarm,1,0,0.5858263000000079,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_5,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,5,0,5,0,5.0,-1,Miss,0,1,0.6520531999995001,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_6,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,6,0,6,0,5.0,-1,Correct Rejection,0,0,0.6670622999999978,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_7,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,7,0,7,0,5.0,-1,Correct Rejection,0,0,0.5527538000005734,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_8,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,8,0,8,0,5.0,-1,Hit,1,1,0.5328011999999944,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_9,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,9,0,9,0,5.0,-1,Hit,1,1,0.6333080999993399,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_10,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,10,0,10,0,5.0,-1,False Alarm,1,0,0.5030045000003156,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_11,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,11,0,11,0,5.0,-1,Hit,1,1,0.5690629000000627,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_12,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,12,0,12,0,5.0,-1,Correct Rejection,0,0,0.4870409000004656,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_13,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,13,0,13,0,5.0,-1,Correct Rejection,0,0,0.5013707999996768,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_14,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,14,0,14,0,5.0,-1,False Alarm,1,0,0.6151858000002903,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_15,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,15,0,15,0,5.0,-1,Hit,1,1,0.6191731999997501,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_16,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,16,0,16,0,5.0,-1,Hit,1,1,0.6342809999996462,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_17,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,17,0,17,0,5.0,-1,Correct Rejection,0,0,0.4678942000000461,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_18,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,18,0,18,0,5.0,-1,Correct Rejection,0,0,0.5721662999994805,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_19,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,19,0,19,0,5.0,-1,Correct Rejection,0,0,0.6190622000003714,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_20,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,20,0,20,0,5.0,-1,Hit,1,1,0.6677267000004576,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_21,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,21,0,21,0,5.0,-1,Hit,1,1,0.5201282999996693,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_22,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,22,0,22,0,5.0,-1,Hit,1,1,0.533555900000465,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_23,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,23,0,23,0,5.0,-1,Hit,1,1,0.4861300000002302,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_24,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,24,0,24,0,5.0,-1,Hit,1,1,0.46762349999971775,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_25,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,25,0,25,0,5.0,-1,False Alarm,1,0,0.5375986999997622,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_26,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,26,0,26,0,5.0,-1,Correct Rejection,0,0,0.3024534999995012,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_27,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,27,0,27,0,5.0,-1,Hit,1,1,0.4685844999994515,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_28,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,28,0,28,0,5.0,-1,Hit,1,1,0.4347766999999294,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_29,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,29,0,29,0,5.0,-1,False Alarm,1,0,0.6206404000004113,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_30,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,30,0,30,0,5.0,-1,Hit,1,1,0.2866142000002583,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_31,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,31,0,31,0,5.0,-1,Miss,0,1,0.36797759999990376,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_32,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,32,0,32,0,5.0,-1,Hit,1,1,0.23663719999967725,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_33,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,33,0,33,0,5.0,-1,False Alarm,1,0,0.48587809999935416,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_34,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,34,0,34,0,5.0,-1,False Alarm,1,0,0.38413349999973434,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_35,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,35,0,35,0,5.0,-1,Correct Rejection,0,0,0.6369893999999476,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_36,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,36,0,36,0,5.0,-1,Hit,1,1,0.4517298999999184,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_37,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,37,0,37,0,5.0,-1,False Alarm,1,0,0.5865794000001188,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_38,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,38,0,38,0,5.0,-1,Hit,1,1,0.16729990000021644,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_39,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
Yes-No Task,39,0,39,0,5.0,-1,Correct Rejection,0,0,0.3681271999994351,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1141_40,-1,False,6,MaxB,2020_Feb_17_1141,Yes-No Task,
