Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,0,0,0,0,1.0,-1,Correct Rejection,0,0,0.3717523999994228,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_1,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,1,0,1,0,1.0,-1,Hit,1,1,0.18466039999930217,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_2,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,2,0,2,0,1.0,-1,False Alarm,1,0,0.2545578999997815,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_3,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,3,0,3,0,1.0,-1,Miss,0,1,0.46603809999942314,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_4,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,4,0,4,0,1.0,-1,False Alarm,1,0,0.46670540000013716,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_5,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,5,0,5,0,1.0,-1,Hit,1,1,0.6180309999999736,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_6,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,6,0,6,0,1.0,-1,Hit,1,1,0.5360817999999199,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_7,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,7,0,7,0,1.0,-1,Correct Rejection,0,0,0.5681540000005043,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_8,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,8,0,8,0,1.0,-1,False Alarm,1,0,0.6856330000000526,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_9,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,9,0,9,0,1.0,-1,False Alarm,1,0,0.4687293999995745,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_10,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,10,0,10,0,1.0,-1,False Alarm,1,0,0.702436100000341,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_11,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,11,0,11,0,1.0,-1,Miss,0,1,0.38659020000068267,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_12,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,12,0,12,0,1.0,-1,Hit,1,1,0.5001062000001184,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_13,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,13,0,13,0,1.0,-1,False Alarm,1,0,0.5184398000001238,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_14,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,14,0,14,0,1.0,-1,Correct Rejection,0,0,0.17132289999972272,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_15,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,15,0,15,0,1.0,-1,Correct Rejection,0,0,0.38504699999975855,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_16,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,16,0,16,0,1.0,-1,Miss,0,1,0.36817040000005363,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_17,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,17,0,17,0,1.0,-1,False Alarm,1,0,0.17041410000001633,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_18,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,18,0,18,0,1.0,-1,Correct Rejection,0,0,0.28466670000034355,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_19,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,19,0,19,0,1.0,-1,False Alarm,1,0,0.5013180999994802,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_20,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,20,0,20,0,1.0,-1,Correct Rejection,0,0,0.05163350000020728,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_21,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,21,0,21,0,1.0,-1,Miss,0,1,0.5850174999995943,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_22,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,22,0,22,0,1.0,-1,Miss,0,1,0.5904008000006797,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_23,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,23,0,23,0,1.0,-1,False Alarm,1,0,0.25221239999973477,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_24,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,24,0,24,0,1.0,-1,Miss,0,1,0.31614259999969363,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_25,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,25,0,25,0,1.0,-1,Hit,1,1,0.43450750000010885,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_26,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,26,0,26,0,1.0,-1,Hit,1,1,0.40121670000007725,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_27,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,27,0,27,0,1.0,-1,False Alarm,1,0,0.300119900000027,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_28,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,28,0,28,0,1.0,-1,Correct Rejection,0,0,0.2025779000005059,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_29,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,29,0,29,0,1.0,-1,Miss,0,1,0.45120109999970737,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_30,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,30,0,30,0,1.0,-1,False Alarm,1,0,0.05065370000011171,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_31,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,31,0,31,0,1.0,-1,False Alarm,1,0,0.2362808000007135,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_32,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,32,0,32,0,1.0,-1,False Alarm,1,0,0.3669460999999501,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_33,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,33,0,33,0,1.0,-1,Miss,0,1,0.28783430000021326,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_34,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,34,0,34,0,1.0,-1,Hit,1,1,0.33435149999968417,True,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_35,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,35,0,35,0,1.0,-1,False Alarm,1,0,0.37013180000030843,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_36,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,36,0,36,0,1.0,-1,False Alarm,1,0,0.40297000000009575,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_37,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,37,0,37,0,1.0,-1,Correct Rejection,0,0,0.14745290000064415,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_38,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,38,0,38,0,1.0,-1,False Alarm,1,0,0.5182571999994252,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_39,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
Yes-No Task,39,0,39,0,1.0,-1,Correct Rejection,0,0,0.5349002000002656,False,-1,stimulus_MaxB_Yes-No Task_2020_Feb_17_1136_40,-1,False,2,MaxB,2020_Feb_17_1136,Yes-No Task,
